1-2-1_v,1-2-0_v,1-2-3_v,1-2-2_v,1-2-5_v,1-2-4_v,1-2-13_v,1-2-7_v,1-2-6_v,1-2-9_v,1-2-8_v,1-2-10_v,1-2-12_v,1-2-11_v,csvTime
6971,6972,10,6970,6,8,0.0,2,9,96,9,5999,2724,3,2024-05-22 03:20:49
6971,6971,12,6970,9,11,0.0,3,11,96,11,5999,1607,0,2024-05-22 03:21:49
6971,6972,10,6970,6,9,0.0,2,9,95,9,6000,2712,4,2024-05-22 03:22:49
6972,6972,12,6971,8,11,0.0,3,11,96,11,5999,2121,3,2024-05-22 03:23:50
6971,6972,12,6970,8,10,0.0,3,11,96,11,6004,1916,3,2024-05-22 03:24:50
6969,6970,12,6968,8,10,0.0,3,11,96,11,5996,1726,0,2024-05-22 03:25:50
6972,6973,10,6970,6,9,0.0,2,9,96,10,6000,2506,5,2024-05-22 03:26:50
6971,6972,11,6970,7,9,0.0,2,10,96,10,6002,2226,0,2024-05-22 03:27:51
6972,6974,12,6970,9,11,0.0,3,11,96,11,5998,1852,7,2024-05-22 03:28:51
6972,6973,9,6971,5,8,0.0,2,9,95,9,6003,2736,0,2024-05-22 03:29:52
6969,6970,10,6968,7,9,0.0,2,10,96,10,6008,2290,0,2024-05-22 03:30:52
6969,6969,10,6968,6,9,0.0,2,10,96,10,6002,2372,4,2024-05-22 03:31:52
6972,6973,10,6971,6,8,0.0,2,9,95,9,6005,2650,4,2024-05-22 03:32:53
6970,6971,10,6970,6,9,0.0,2,10,96,10,6005,2646,3,2024-05-22 03:33:53
6971,6972,10,6970,6,9,0.0,2,9,96,10,6003,2570,0,2024-05-22 03:34:53
6974,6975,10,6973,6,9,0.0,2,9,96,10,6000,2464,5,2024-05-22 03:35:53
6972,6973,10,6971,6,9,0.0,2,9,96,10,6003,2657,0,2024-05-22 03:36:53
6972,6972,10,6971,6,9,0.0,2,9,96,10,5997,2472,2,2024-05-22 03:37:54
6973,6973,11,6972,7,9,0.0,2,10,96,10,5998,2394,3,2024-05-22 03:38:54
6971,6972,10,6970,6,9,0.0,2,9,96,9,6002,2618,3,2024-05-22 03:39:54
6969,6970,10,6969,6,9,0.0,2,9,96,10,6001,2615,0,2024-05-22 03:40:55
6971,6971,10,6970,6,9,0.0,2,10,96,10,5999,2531,3,2024-05-22 03:41:55
6973,6974,11,6971,7,10,0.0,2,10,96,10,5995,2281,6,2024-05-22 03:42:55
6968,6969,10,6968,6,8,0.0,2,9,95,9,5996,2681,4,2024-05-22 03:43:56
6972,6973,10,6971,7,9,0.0,2,10,96,10,5999,2329,3,2024-05-22 03:44:56
6971,6972,10,6970,6,9,0.0,2,9,96,10,5998,2437,2,2024-05-22 03:45:56
6972,6972,10,6971,6,9,0.0,2,9,96,10,5995,2577,0,2024-05-22 03:46:57
6970,6971,10,6970,6,9,0.0,2,9,96,10,5992,2474,3,2024-05-22 03:47:57
6971,6972,10,6970,6,9,0.0,2,9,96,10,5994,2606,0,2024-05-22 03:48:57
6969,6970,11,6969,8,10,0.0,2,10,96,11,5995,2208,2,2024-05-22 03:49:57
6971,6972,10,6970,6,9,0.0,2,10,96,10,5998,2573,5,2024-05-22 03:50:58
6970,6971,10,6969,6,8,0.0,2,9,96,9,5998,2735,2,2024-05-22 03:51:58
6971,6972,12,6970,8,10,0.0,3,11,96,11,5996,2114,3,2024-05-22 03:52:59
6970,6971,10,6970,6,9,0.0,2,10,96,10,5997,2451,0,2024-05-22 03:53:59
6973,6974,11,6971,7,9,0.0,2,10,96,10,5995,2299,5,2024-05-22 03:54:59
6972,6973,10,6971,6,9,0.0,2,9,95,10,6000,2591,2,2024-05-22 03:55:59
6969,6970,10,6969,6,8,0.0,2,9,95,9,5996,2681,0,2024-05-22 03:57:00
6972,6972,11,6971,7,10,0.0,2,10,96,11,6002,2081,0,2024-05-22 03:58:00
6972,6973,11,6971,7,10,0.0,2,10,96,11,6002,2363,6,2024-05-22 04:00:01
6973,6974,10,6972,6,9,0.0,2,10,96,10,6001,2517,3,2024-05-22 04:01:01
6973,6974,10,6972,7,9,0.0,2,10,96,10,5993,2410,0,2024-05-22 04:02:01
6969,6970,10,6968,6,9,0.0,2,9,96,10,5989,2411,4,2024-05-22 04:03:02
6972,6972,12,6971,8,10,0.0,2,10,96,11,5998,2011,0,2024-05-22 04:04:02
6973,6974,10,6972,7,9,0.0,2,9,96,10,6006,2464,0,2024-05-22 04:05:03
6971,6972,10,6970,6,9,0.0,2,9,96,10,6002,2574,2,2024-05-22 04:06:03
6973,6973,10,6972,6,8,0.0,2,9,96,9,6000,2646,4,2024-05-22 04:07:04
6972,6972,11,6971,7,9,0.0,2,10,96,10,5998,2308,2,2024-05-22 04:08:04
6972,6973,10,6971,6,9,0.0,2,10,96,10,5995,2379,0,2024-05-22 04:09:05
6971,6971,10,6970,6,9,0.0,2,9,96,10,5997,2546,3,2024-05-22 04:10:05
6971,6972,10,6970,6,9,0.0,2,9,96,10,5995,2437,0,2024-05-22 04:11:05
6970,6971,10,6969,6,9,0.0,2,9,95,10,5993,2703,5,2024-05-22 04:12:06
6973,6973,10,6972,6,9,0.0,2,9,96,10,5993,2465,3,2024-05-22 04:13:06
6969,6970,10,6968,6,9,0.0,2,9,96,10,6001,2558,0,2024-05-22 04:14:06
6971,6972,12,6970,8,10,0.0,3,11,96,11,5999,2121,5,2024-05-22 04:15:06
6970,6970,10,6969,6,9,0.0,2,9,96,10,5993,2470,0,2024-05-22 04:16:06
6971,6971,10,6970,6,9,0.0,2,9,96,10,6001,2529,2,2024-05-22 04:17:07
6969,6970,10,6969,6,9,0.0,2,9,96,10,5997,2569,2,2024-05-22 04:18:07
6971,6971,11,6970,7,9,0.0,2,10,96,10,5998,2404,2,2024-05-22 04:19:07
6970,6971,10,6969,6,9,0.0,2,9,96,10,5999,2632,5,2024-05-22 04:20:08
6971,6971,10,6970,6,9,0.0,2,9,96,10,5995,2504,4,2024-05-22 04:21:08
6971,6972,10,6971,6,9,0.0,2,9,96,10,5999,2384,4,2024-05-22 04:22:08
6972,6973,10,6971,6,9,0.0,2,10,96,10,5995,2556,2,2024-05-22 04:23:08
6971,6972,10,6970,6,9,0.0,2,9,96,10,6002,2560,3,2024-05-22 04:24:09
6973,6973,10,6972,7,9,0.0,2,10,96,10,5998,2439,0,2024-05-22 04:25:09
6971,6971,11,6970,8,10,0.0,2,10,96,11,5993,2023,5,2024-05-22 04:26:09
6970,6970,11,6969,7,9,0.0,2,10,96,10,5994,2276,0,2024-05-22 04:27:10
6971,6972,10,6971,6,9,0.0,2,9,96,10,5996,2647,3,2024-05-22 04:28:10
6971,6971,10,6970,6,9,0.0,2,10,96,10,5998,2403,4,2024-05-22 04:29:11
6971,6972,10,6971,6,9,0.0,2,9,96,10,6000,2520,2,2024-05-22 04:30:11
6973,6973,10,6973,6,9,0.0,2,10,96,10,5998,2393,0,2024-05-22 04:31:11
6972,6972,11,6971,8,10,0.0,2,10,96,11,5997,2063,0,2024-05-22 04:32:11
6970,6971,10,6970,6,9,0.0,2,9,96,10,5998,2633,4,2024-05-22 04:33:12
6972,6972,10,6972,6,9,0.0,2,9,95,9,5991,2647,0,2024-05-22 04:34:12
6972,6972,10,6971,6,8,0.0,2,9,95,9,5997,2705,3,2024-05-22 04:35:13
6975,6975,11,6975,8,10,0.0,2,10,96,11,5997,2041,0,2024-05-22 04:36:13
6971,6971,10,6970,6,9,0.0,2,9,96,10,5998,2502,3,2024-05-22 04:37:13
6972,6972,10,6972,6,9,0.0,2,9,96,10,5999,2500,3,2024-05-22 04:38:14
6971,6972,10,6970,6,9,0.0,2,9,96,10,5993,2626,5,2024-05-22 04:39:14
6972,6973,10,6972,6,9,0.0,2,10,96,10,5995,2541,2,2024-05-22 04:40:16
6971,6972,10,6971,6,8,0.0,2,9,95,9,6002,2527,2,2024-05-22 04:41:16
6972,6973,10,6972,6,9,0.0,2,9,96,10,5997,2476,0,2024-05-22 04:42:16
6973,6973,10,6973,6,9,0.0,2,9,96,10,5998,2471,4,2024-05-22 04:43:17
6974,6975,10,6974,6,9,0.0,2,9,96,10,6005,2555,0,2024-05-22 04:44:17
6972,6972,14,6972,10,13,0.0,3,12,96,12,6005,1630,4,2024-05-22 04:45:17
6973,6973,11,6973,7,10,0.0,2,10,96,10,5995,2239,2,2024-05-22 04:46:18
6972,6973,10,6971,6,9,0.0,2,10,96,10,6010,2353,4,2024-05-22 04:47:18
6973,6974,10,6972,7,9,0.0,2,10,96,10,6005,2332,0,2024-05-22 04:48:18
6971,6972,11,6970,8,10,0.0,3,10,96,11,6005,1924,2,2024-05-22 04:49:18
6973,6974,10,6973,6,9,0.0,2,9,96,10,6008,2562,3,2024-05-22 04:50:19
6973,6974,10,6971,6,9,0.0,2,9,96,10,6000,2665,5,2024-05-22 04:51:19
6974,6975,10,6973,6,9,0.0,2,9,96,10,5999,2546,6,2024-05-22 04:52:19
6971,6972,11,6970,7,9,0.0,2,10,96,10,5999,2230,0,2024-05-22 04:53:20
6974,6975,10,6973,7,9,0.0,2,10,96,10,6004,2405,2,2024-05-22 04:54:20
6969,6969,10,6968,6,9,0.0,2,9,96,10,5999,2574,3,2024-05-22 04:55:20
6973,6974,10,6972,6,9,0.0,2,9,96,10,5999,2540,3,2024-05-22 04:56:21
6972,6973,10,6971,6,9,0.0,2,9,96,10,5992,2526,3,2024-05-22 04:57:21
6971,6972,10,6970,6,9,0.0,2,9,96,10,5996,2203,2,2024-05-22 04:58:21
6973,6974,10,6972,6,9,0.0,2,9,96,10,5995,2614,5,2024-05-22 05:00:21
6971,6972,10,6971,6,9,0.0,2,9,96,10,6001,2483,3,2024-05-22 05:01:22
6973,6973,10,6972,6,9,0.0,2,9,96,10,5996,2555,5,2024-05-22 05:02:22
6972,6972,10,6971,6,9,0.0,2,9,96,10,5995,2567,3,2024-05-22 05:03:23
6970,6971,10,6969,6,8,0.0,2,9,95,9,5993,2574,5,2024-05-22 05:04:23
6974,6975,11,6973,7,10,0.0,2,10,96,10,5995,2411,0,2024-05-22 05:05:23
6971,6971,10,6970,6,9,0.0,2,9,96,10,5993,2574,3,2024-05-22 05:06:24
6971,6972,10,6970,7,9,0.0,2,9,96,10,5996,2550,6,2024-05-22 05:07:24
6971,6972,10,6971,6,9,0.0,2,10,96,10,5997,2495,5,2024-05-22 05:08:24
6970,6971,10,6970,6,9,0.0,2,9,96,10,6002,2365,3,2024-05-22 05:09:25
6972,6973,10,6972,6,9,0.0,2,9,95,10,5998,2548,2,2024-05-22 05:10:26
6972,6973,11,6971,8,10,0.0,2,10,96,10,5999,2022,5,2024-05-22 05:11:26
6973,6973,10,6972,6,8,0.0,2,9,95,10,5998,2407,3,2024-05-22 05:12:26
6969,6969,11,6969,8,10,0.0,2,10,96,10,6002,1989,4,2024-05-22 05:13:27
6971,6972,10,6971,6,9,0.0,2,9,96,10,5998,2462,4,2024-05-22 05:14:27
6973,6973,10,6972,6,9,0.0,2,10,96,10,5996,2475,0,2024-05-22 05:15:27
6969,6970,10,6969,6,9,0.0,2,9,96,10,5998,2467,4,2024-05-22 05:16:27
6972,6972,10,6971,6,9,0.0,2,9,96,10,5998,2552,4,2024-05-22 05:17:27
6971,6972,10,6970,7,9,0.0,2,10,96,10,6005,2466,2,2024-05-22 05:18:28
6970,6971,10,6970,6,9,0.0,2,9,96,10,5991,2652,3,2024-05-22 05:19:28
6971,6972,10,6970,6,9,0.0,2,9,96,10,6000,2610,4,2024-05-22 05:20:28
6973,6973,10,6972,6,9,0.0,2,9,96,10,5995,2427,4,2024-05-22 05:21:28
6972,6972,10,6971,6,9,0.0,2,10,96,10,5996,2484,0,2024-05-22 05:22:29
6973,6974,11,6972,7,9,0.0,2,10,96,10,5998,2369,3,2024-05-22 05:23:29
6974,6975,11,6973,8,10,0.0,2,10,96,11,5991,2004,0,2024-05-22 05:24:29
6972,6973,10,6971,6,9,0.0,2,9,96,10,5997,2462,6,2024-05-22 05:25:29
6973,6974,11,6972,8,10,0.0,2,10,96,11,5996,1959,5,2024-05-22 05:26:30
6973,6975,11,6972,7,9,0.0,2,10,96,10,5999,2224,0,2024-05-22 05:27:30
6971,6972,10,6970,6,9,0.0,2,10,96,10,5998,2457,0,2024-05-22 05:28:30
6971,6972,10,6970,6,9,0.0,2,9,96,10,5991,2597,3,2024-05-22 05:29:30
6972,6973,10,6972,6,9,0.0,2,9,96,10,5995,2539,2,2024-05-22 05:30:31
6972,6973,10,6972,6,9,0.0,2,9,96,10,5999,2450,0,2024-05-22 05:31:31
6973,6973,10,6972,6,9,0.0,2,9,96,10,6001,2462,3,2024-05-22 05:32:31
6972,6972,10,6971,6,9,0.0,2,9,96,10,5998,2616,2,2024-05-22 05:33:32
6973,6974,10,6973,6,9,0.0,2,9,96,10,6000,2573,4,2024-05-22 05:34:32
6972,6973,10,6972,6,9,0.0,2,9,96,10,5997,2596,2,2024-05-22 05:35:32
6970,6971,10,6969,6,8,0.0,2,9,96,9,5995,2699,2,2024-05-22 05:36:32
6973,6973,10,6972,6,9,0.0,2,9,96,10,5992,2430,0,2024-05-22 05:37:32
6973,6974,10,6972,6,9,0.0,2,9,96,10,5996,2532,5,2024-05-22 05:38:33
6969,6969,10,6968,6,9,0.0,2,9,96,10,5997,2418,4,2024-05-22 05:39:33
6973,6973,10,6972,6,9,0.0,2,9,96,10,5998,2645,0,2024-05-22 05:40:33
6970,6971,10,6969,6,9,0.0,2,10,96,10,5999,2538,3,2024-05-22 05:41:34
6972,6973,10,6970,6,9,0.0,2,9,96,10,5997,2570,6,2024-05-22 05:42:34
6971,6972,11,6971,7,10,0.0,2,10,96,10,5999,2412,0,2024-05-22 05:43:34
6971,6972,10,6970,7,9,0.0,2,10,96,10,5994,2178,6,2024-05-22 05:44:34
6970,6971,10,6970,6,9,0.0,2,9,95,9,5999,2625,4,2024-05-22 05:45:35
6972,6973,11,6971,7,9,0.0,2,10,96,10,5999,2129,0,2024-05-22 05:46:35
6970,6972,10,6968,7,9,0.0,2,10,96,10,6001,2262,7,2024-05-22 05:47:36
6972,6973,10,6971,6,9,0.0,2,9,96,10,6003,2600,2,2024-05-22 05:48:36
6969,6970,10,6968,6,9,0.0,2,9,96,10,5992,2530,3,2024-05-22 05:49:37
6970,6971,11,6969,7,9,0.0,2,10,96,10,6004,2354,2,2024-05-22 05:50:37
6972,6973,10,6971,6,9,0.0,2,9,96,10,5995,2696,0,2024-05-22 05:51:37
6972,6973,11,6971,7,9,0.0,2,10,96,10,6005,2501,3,2024-05-22 05:52:38
6969,6971,11,6968,7,10,0.0,2,10,96,11,6004,2120,5,2024-05-22 05:53:38
6972,6974,10,6971,6,9,0.0,2,9,96,10,6002,2561,3,2024-05-22 05:54:38
6972,6973,10,6971,7,9,0.0,2,9,96,10,5997,2385,2,2024-05-22 05:55:39
6972,6973,10,6971,6,9,0.0,2,9,96,10,6002,2583,0,2024-05-22 05:56:39
6971,6972,10,6970,6,9,0.0,2,9,96,10,5999,2527,0,2024-05-22 05:57:39
6972,6973,10,6971,6,9,0.0,2,9,95,9,6002,2576,5,2024-05-22 05:58:39
6979,6981,0,6977,0,0,0.0,1,2,100,2,6009,0,8,2024-05-22 07:00:54
6980,6981,10,6978,6,9,0.0,2,10,96,10,6005,2532,0,2024-05-22 07:01:54
6974,6975,10,6972,6,9,0.0,2,9,96,10,5993,2680,7,2024-05-22 07:02:54
6973,6975,11,6972,8,10,0.0,3,10,94,10,5980,1825,5,2024-05-22 07:03:55
6975,6975,10,6974,6,9,0.0,2,9,96,10,5973,2575,0,2024-05-22 07:04:55
6971,6972,10,6970,6,9,0.0,2,9,96,10,5989,2534,3,2024-05-22 07:05:55
6973,6974,10,6972,6,9,0.0,2,9,96,10,5988,2564,5,2024-05-22 07:06:55
6974,6976,10,6972,6,9,0.0,2,9,96,10,6007,2575,5,2024-05-22 07:07:56
6974,6976,19,6973,18,19,0.0,4,17,97,17,6013,405,3,2024-05-22 07:08:56
6972,6975,12,6970,9,11,0.0,3,11,96,11,6014,1282,6,2024-05-22 07:09:56
6975,6978,34,6973,33,34,0.0,6,31,98,31,6007,102,0,2024-05-22 07:10:56
6972,6974,10,6970,6,9,0.0,2,9,96,10,6014,2632,0,2024-05-22 07:11:56
6962,6964,10,6960,6,9,0.0,2,10,96,10,6001,2407,3,2024-05-22 07:12:57
6960,6962,10,6958,6,9,0.0,2,9,96,10,6001,2619,8,2024-05-22 07:13:57
6960,6962,12,6957,10,11,0.0,3,12,96,13,6004,502,5,2024-05-22 07:14:58
6960,6963,10,6958,6,9,0.0,2,9,96,10,6000,2580,6,2024-05-22 07:15:58
6957,6959,10,6956,6,9,0.0,2,9,96,10,6002,2514,2,2024-05-22 07:16:59
6957,6959,10,6956,7,9,0.0,2,10,96,10,6004,1748,2,2024-05-22 07:17:59
6960,6962,22,6958,20,21,0.0,4,19,97,20,6001,641,7,2024-05-22 07:18:59
6959,6960,13,6957,12,13,0.0,3,12,96,13,6002,940,0,2024-05-22 07:20:00
6958,6959,10,6957,6,9,0.0,2,9,96,10,6002,2602,2,2024-05-22 07:21:00
6959,6960,10,6957,6,9,0.0,2,9,96,10,6006,2443,7,2024-05-22 07:22:00
6960,6961,10,6958,6,9,0.0,2,9,96,10,6002,2308,2,2024-05-22 07:23:01
6960,6962,10,6958,8,9,0.0,3,10,96,11,6004,1176,6,2024-05-22 07:24:01
6961,6962,11,6960,9,10,0.0,3,11,96,11,6002,1103,0,2024-05-22 07:25:01
6962,6963,10,6960,7,9,0.0,2,10,96,10,6005,2245,0,2024-05-22 07:26:02
6963,6964,10,6961,6,9,0.0,2,9,96,10,6002,2626,6,2024-05-22 07:27:02
6959,6961,10,6957,7,9,0.0,2,10,96,10,6005,2331,0,2024-05-22 07:28:03
6960,6962,10,6959,7,9,0.0,2,10,96,10,6004,2075,5,2024-05-22 07:29:03
6961,6962,11,6960,9,10,0.0,3,11,95,12,6004,974,5,2024-05-22 07:30:03
6958,6960,10,6957,6,9,0.0,2,9,96,10,6005,2663,8,2024-05-22 07:31:03
6959,6961,10,6957,6,9,0.0,2,10,96,10,6002,2265,0,2024-05-22 07:32:04
6956,6957,10,6955,6,9,0.0,2,9,96,10,6003,2695,2,2024-05-22 07:33:04
6959,6960,10,6957,6,9,0.0,2,9,96,10,6000,2585,8,2024-05-22 07:34:04
6958,6959,10,6957,6,9,0.0,2,9,96,10,6000,2568,0,2024-05-22 07:35:04
6958,6959,10,6956,6,8,0.0,2,9,96,10,6002,2156,0,2024-05-22 07:36:04
6958,6960,11,6956,7,9,0.0,2,10,96,11,6002,1898,2,2024-05-22 07:37:05
6957,6959,10,6955,7,9,0.0,2,10,96,10,6003,2230,0,2024-05-22 07:38:05
6958,6960,10,6957,6,9,0.0,2,9,96,10,6002,2507,5,2024-05-22 07:39:06
6955,6957,10,6953,6,9,0.0,2,9,96,10,6002,2656,6,2024-05-22 07:40:06
6958,6960,10,6957,6,9,0.0,2,9,96,10,6003,2697,0,2024-05-22 07:41:06
6958,6959,10,6956,7,9,0.0,2,10,96,10,6003,2020,5,2024-05-22 07:42:06
6958,6960,10,6957,6,9,0.0,2,9,96,10,6001,2509,2,2024-05-22 07:43:07
6959,6960,10,6958,6,9,0.0,2,9,96,10,6000,2587,2,2024-05-22 07:44:07
6958,6960,14,6956,13,13,0.0,3,13,96,14,6005,698,6,2024-05-22 07:45:07
6955,6956,10,6954,7,9,0.0,2,10,96,10,6004,1685,3,2024-05-22 07:46:07
6961,6963,10,6959,6,9,0.0,2,9,96,10,6005,2545,5,2024-05-22 07:47:08
6959,6960,10,6957,6,9,0.0,2,9,96,10,6003,2637,5,2024-05-22 07:48:08
6959,6960,10,6958,8,9,0.0,2,10,96,10,6001,1550,3,2024-05-22 07:49:08
6960,6962,10,6959,6,9,0.0,2,9,96,10,6000,2576,3,2024-05-22 07:50:08
6959,6961,10,6958,6,9,0.0,2,10,96,10,6003,2238,6,2024-05-22 07:51:09
6959,6960,10,6958,7,9,0.0,2,10,96,10,6004,2094,6,2024-05-22 07:52:09
6958,6958,10,6957,6,9,0.0,2,10,96,10,6004,2573,0,2024-05-22 07:53:10
6958,6959,10,6957,6,9,0.0,2,9,96,10,6004,2627,0,2024-05-22 07:54:10
6958,6959,11,6958,8,10,0.0,2,10,96,11,6007,1598,4,2024-05-22 07:55:10
6963,6964,10,6963,6,9,0.0,2,9,96,10,6004,2636,3,2024-05-22 07:56:10
6960,6961,10,6959,7,9,0.0,2,10,95,10,6007,1724,6,2024-05-22 07:57:11
6961,6962,10,6960,6,9,0.0,2,9,96,10,6006,2540,2,2024-05-22 07:58:11
6973,6975,10,6972,6,9,0.0,2,9,96,10,6008,2642,0,2024-05-22 09:00:41
6973,6975,10,6972,6,9,0.0,2,9,96,10,6007,2666,0,2024-05-22 09:01:41
6972,6974,10,6971,6,9,0.0,2,9,96,10,6010,2633,3,2024-05-22 09:02:41
6970,6971,10,6968,6,9,0.0,2,9,96,10,6011,2589,0,2024-05-22 09:03:41
6973,6975,10,6971,6,9,0.0,2,9,96,10,6011,2670,7,2024-05-22 09:04:41
6972,6974,0,6970,0,0,0.0,1,3,100,3,6010,0,5,2024-05-22 09:05:41
6973,6976,0,6971,0,0,0.0,1,2,100,3,6010,0,9,2024-05-22 09:06:41
6972,6974,0,6970,0,0,0.0,1,2,100,2,6006,0,0,2024-05-22 09:07:41
6972,6974,0,6970,0,0,0.0,1,2,100,2,6011,0,3,2024-05-22 09:08:42
6975,6976,0,6974,0,0,0.0,1,2,100,2,6010,0,3,2024-05-22 09:09:42
6975,6976,0,6974,0,0,0.0,1,2,100,2,6011,0,3,2024-05-22 09:10:41
6973,6974,0,6972,0,0,0.0,1,2,100,2,6006,0,2,2024-05-22 09:11:41
6973,6975,10,6971,6,9,0.0,2,10,96,10,6008,2678,7,2024-05-22 09:12:42
6975,6976,10,6973,6,9,0.0,2,10,96,10,6006,2615,0,2024-05-22 09:13:42
6975,6976,10,6973,6,9,0.0,2,9,96,10,6013,2712,6,2024-05-22 09:14:42
6974,6975,10,6972,6,9,0.0,2,9,96,10,6011,2713,3,2024-05-22 09:15:42
6975,6976,10,6974,6,9,0.0,2,10,96,10,6011,2572,3,2024-05-22 09:16:43
6976,6978,10,6975,6,9,0.0,2,10,96,10,6011,2693,2,2024-05-22 09:17:43
6975,6977,10,6973,6,9,0.0,2,10,96,10,6009,2609,8,2024-05-22 09:18:43
6974,6976,10,6971,6,9,0.0,2,10,96,10,6009,2666,5,2024-05-22 09:19:43
6974,6975,10,6972,6,9,0.0,2,10,96,10,6010,2513,2,2024-05-22 09:20:44
6975,6977,0,6973,0,0,0.0,1,3,100,3,6008,0,8,2024-05-22 09:21:44
6975,6976,0,6974,0,0,0.0,1,2,100,3,6009,0,0,2024-05-22 09:22:44
6974,6976,0,6973,0,0,0.0,1,2,100,2,6010,0,4,2024-05-22 09:23:44
6974,6975,10,6972,6,9,0.0,2,10,96,10,6009,2638,7,2024-05-22 09:24:44
6974,6975,10,6972,6,9,0.0,2,9,96,10,6009,2662,0,2024-05-22 09:25:44
6974,6976,10,6972,6,9,0.0,2,10,96,10,6009,2351,5,2024-05-22 09:26:45
6974,6975,10,6972,7,9,0.0,2,10,96,10,6007,2453,0,2024-05-22 09:27:45
6973,6975,10,6971,6,9,0.0,2,9,96,10,6007,2659,2,2024-05-22 09:28:46
6978,6979,10,6977,6,9,0.0,2,9,96,10,6013,2681,3,2024-05-22 09:29:46
6974,6976,10,6972,6,9,0.0,2,10,96,10,6008,2583,2,2024-05-22 09:30:46
6974,6976,10,6973,6,9,0.0,2,9,96,10,6007,2618,2,2024-05-22 09:31:46
6974,6975,10,6972,6,9,0.0,2,9,96,10,6008,2695,0,2024-05-22 09:32:47
6974,6975,10,6972,6,9,0.0,2,9,96,10,6009,2443,0,2024-05-22 09:33:47
6974,6975,10,6972,6,9,0.0,2,9,96,10,6011,2562,6,2024-05-22 09:34:47
6967,6968,10,6965,6,9,0.0,2,9,96,10,6008,2575,2,2024-05-22 09:35:47
6975,6976,10,6975,6,9,0.0,2,9,96,10,6009,2628,2,2024-05-22 09:36:48
6974,6976,10,6973,6,9,0.0,2,9,96,10,6009,2574,6,2024-05-22 09:37:48
6973,6975,10,6971,6,9,0.0,2,9,96,10,6008,2544,6,2024-05-22 09:38:48
6975,6977,10,6974,6,9,0.0,2,9,96,10,6007,2542,0,2024-05-22 09:39:48
6975,6976,10,6974,6,9,0.0,2,9,96,10,6009,2390,3,2024-05-22 09:40:48
6975,6977,10,6974,6,9,0.0,2,9,96,10,6008,2673,4,2024-05-22 09:41:48
6974,6976,10,6972,6,9,0.0,2,9,96,10,6008,2633,2,2024-05-22 09:42:49
6974,6975,10,6972,6,9,0.0,2,9,96,10,6008,2548,0,2024-05-22 09:43:49
6972,6973,10,6971,6,9,0.0,2,9,96,10,6007,2525,2,2024-05-22 09:44:49
6971,6972,10,6970,6,9,0.0,2,9,96,10,6008,2662,0,2024-05-22 09:45:49
6975,6976,24,6973,24,24,0.0,5,24,97,25,6008,298,3,2024-05-22 09:46:49
6973,6975,10,6972,6,9,0.0,2,9,96,10,6002,2641,7,2024-05-22 09:47:49
6974,6975,10,6973,6,9,0.0,2,9,96,10,5995,2657,3,2024-05-22 09:48:50
6975,6976,10,6973,6,9,0.0,2,10,96,10,5994,2415,0,2024-05-22 09:49:50
6973,6975,10,6971,6,9,0.0,2,9,96,10,6007,2815,6,2024-05-22 09:50:51
6976,6977,10,6975,6,9,0.0,2,10,96,10,6008,2603,0,2024-05-22 09:51:51
6974,6976,10,6973,6,9,0.0,2,9,96,10,6010,2689,7,2024-05-22 09:52:51
6976,6977,10,6975,6,9,0.0,2,9,96,10,6009,2650,2,2024-05-22 09:53:52
6974,6975,25,6972,23,24,0.0,5,22,97,23,6009,255,6,2024-05-22 09:54:52
6976,6977,10,6975,6,9,0.0,2,10,96,10,6005,2527,2,2024-05-22 09:55:52
6974,6976,36,6973,34,35,0.0,6,31,97,32,6010,238,0,2024-05-22 09:56:52
6973,6975,10,6972,6,9,0.0,2,9,96,10,6000,2696,2,2024-05-22 09:57:53
6974,6975,10,6972,6,9,0.0,2,9,96,10,5990,2654,3,2024-05-22 09:58:53
6969,6970,10,6968,6,9,0.0,2,9,96,10,6005,2561,2,2024-05-22 10:00:54
6973,6974,10,6972,6,9,0.0,2,9,96,10,6004,2529,0,2024-05-22 10:01:54
6974,6976,10,6972,6,9,0.0,2,9,96,10,6005,2553,5,2024-05-22 10:02:56
6973,6975,10,6971,6,9,0.0,2,10,96,10,5984,2484,9,2024-05-22 10:03:56
6973,6975,10,6971,6,9,0.0,2,9,96,10,6001,2600,3,2024-05-22 10:04:56
6973,6974,30,6971,27,28,0.0,6,27,97,28,6002,335,6,2024-05-22 10:05:56
6971,6972,10,6971,6,9,0.0,2,9,96,10,6005,2666,2,2024-05-22 10:06:57
6971,6972,10,6969,6,9,0.0,2,9,96,10,5986,2613,4,2024-05-22 10:07:57
6973,6975,10,6971,6,9,0.0,2,9,96,10,6005,2573,0,2024-05-22 10:08:57
6973,6974,10,6971,6,9,0.0,2,9,96,10,6009,2644,3,2024-05-22 10:09:57
6974,6976,11,6972,9,10,0.0,3,10,96,11,6009,1316,7,2024-05-22 10:10:57
6975,6977,10,6973,6,9,0.0,2,9,96,10,6011,2556,7,2024-05-22 10:11:58
6975,6977,20,6974,18,19,0.0,4,18,97,19,6013,757,0,2024-05-22 10:12:58
6968,6970,24,6966,23,24,0.0,5,21,97,22,6010,174,3,2024-05-22 10:13:59
6976,6977,10,6974,6,9,0.0,2,10,96,10,6010,2510,2,2024-05-22 10:14:59
6976,6979,10,6974,6,9,0.0,2,9,96,10,6013,2667,4,2024-05-22 10:15:59
