P1_75,csvTime,P1_66
334,2024-05-28 08:48:56,0
334,2024-05-28 08:49:56,0
371,2024-05-28 08:50:56,0
353,2024-05-28 08:51:56,0
475,2024-05-28 08:52:57,0
453,2024-05-28 08:53:56,0
348,2024-05-28 08:54:56,0
277,2024-05-28 08:55:56,0
235,2024-05-28 08:56:56,0
228,2024-05-28 08:57:56,0
230,2024-05-28 08:58:56,0
211,2024-05-28 08:59:56,0
222,2024-05-28 09:00:57,0
252,2024-05-28 09:01:56,0
225,2024-05-28 09:02:56,0
227,2024-05-28 09:03:56,0
223,2024-05-28 09:04:56,0
224,2024-05-28 09:05:56,0
219,2024-05-28 09:06:56,0
219,2024-05-28 09:07:56,0
230,2024-05-28 09:08:56,0
215,2024-05-28 09:09:56,0
293,2024-05-28 09:10:56,0
279,2024-05-28 09:11:56,0
282,2024-05-28 09:12:56,0
283,2024-05-28 09:13:57,0
276,2024-05-28 09:14:56,0
265,2024-05-28 09:15:56,0
276,2024-05-28 09:16:56,0
265,2024-05-28 09:17:56,0
285,2024-05-28 09:18:56,0
285,2024-05-28 09:19:56,0
231,2024-05-28 09:20:56,0
219,2024-05-28 09:21:56,0
257,2024-05-28 09:22:56,0
230,2024-05-28 09:23:56,0
235,2024-05-28 09:24:56,0
230,2024-05-28 09:25:56,0
231,2024-05-28 09:26:56,0
239,2024-05-28 09:27:56,0
241,2024-05-28 09:28:56,0
230,2024-05-28 09:29:56,0
252,2024-05-28 09:30:56,0
243,2024-05-28 09:31:56,0
257,2024-05-28 09:32:56,0
241,2024-05-28 09:33:56,0
252,2024-05-28 09:34:57,0
248,2024-05-28 09:35:56,0
254,2024-05-28 09:36:56,0
282,2024-05-28 09:37:56,0
296,2024-05-28 09:38:56,0
276,2024-05-28 09:39:56,0
282,2024-05-28 09:40:56,0
292,2024-05-28 09:41:56,0
287,2024-05-28 09:42:56,0
246,2024-05-28 09:43:56,0
244,2024-05-28 09:44:56,0
235,2024-05-28 09:45:56,0
257,2024-05-28 09:46:56,0
293,2024-05-28 09:47:56,0
263,2024-05-28 09:48:56,0
306,2024-05-28 09:49:56,0
315,2024-05-28 09:50:56,0
318,2024-05-28 09:51:56,0
311,2024-05-28 09:52:56,0
257,2024-05-28 09:53:56,0
252,2024-05-28 09:54:56,0
255,2024-05-28 09:55:56,0
254,2024-05-28 09:56:57,0
254,2024-05-28 09:57:56,0
252,2024-05-28 09:58:56,0
266,2024-05-28 09:59:56,0
274,2024-05-28 10:00:56,0
274,2024-05-28 10:01:56,0
263,2024-05-28 10:02:56,0
307,2024-05-28 10:03:56,0
312,2024-05-28 10:04:56,0
260,2024-05-28 10:05:56,0
263,2024-05-28 10:06:56,0
298,2024-05-28 10:07:56,0
274,2024-05-28 10:08:56,0
246,2024-05-28 10:09:56,0
232,2024-05-28 10:10:56,0
245,2024-05-28 10:11:56,0
249,2024-05-28 10:12:56,0
296,2024-05-28 10:13:56,0
271,2024-05-28 10:14:56,0
271,2024-05-28 10:15:56,0
285,2024-05-28 10:16:56,0
275,2024-05-28 10:17:56,0
287,2024-05-28 10:18:56,0
266,2024-05-28 10:19:56,0
263,2024-05-28 10:20:56,0
276,2024-05-28 10:21:56,0
253,2024-05-28 10:22:57,0
243,2024-05-28 10:23:56,0
252,2024-05-28 10:24:56,0
246,2024-05-28 10:25:57,0
249,2024-05-28 10:26:56,0
241,2024-05-28 10:27:56,0
263,2024-05-28 10:28:57,0
250,2024-05-28 10:29:56,0
249,2024-05-28 10:30:56,0
241,2024-05-28 10:31:56,0
263,2024-05-28 10:32:56,0
249,2024-05-28 10:33:56,0
252,2024-05-28 10:34:56,0
249,2024-05-28 10:35:56,0
236,2024-05-28 10:36:56,0
257,2024-05-28 10:37:56,0
254,2024-05-28 10:38:57,0
256,2024-05-28 10:39:56,0
284,2024-05-28 10:40:56,0
257,2024-05-28 10:41:56,0
252,2024-05-28 10:42:56,0
252,2024-05-28 10:43:57,0
266,2024-05-28 10:44:56,0
266,2024-05-28 10:45:56,0
265,2024-05-28 10:46:56,0
274,2024-05-28 10:47:56,0
253,2024-05-28 10:48:56,0
261,2024-05-28 10:49:57,0
292,2024-05-28 10:50:57,0
276,2024-05-28 10:51:56,0
274,2024-05-28 10:52:56,0
252,2024-05-28 10:53:57,0
255,2024-05-28 10:54:56,0
290,2024-05-28 10:55:56,0
261,2024-05-28 10:56:56,0
252,2024-05-28 10:57:56,0
250,2024-05-28 10:58:56,0
249,2024-05-28 10:59:56,0
270,2024-05-28 11:00:57,0
260,2024-05-28 11:01:56,0
246,2024-05-28 11:02:56,0
255,2024-05-28 11:03:56,0
254,2024-05-28 11:04:56,0
239,2024-05-28 11:05:56,0
246,2024-05-28 11:06:57,0
238,2024-05-28 11:07:56,0
246,2024-05-28 11:08:56,0
241,2024-05-28 11:09:56,0
241,2024-05-28 11:10:56,0
234,2024-05-28 11:11:56,0
249,2024-05-28 11:12:56,0
271,2024-05-28 11:13:56,0
265,2024-05-28 11:14:56,0
271,2024-05-28 11:15:56,0
252,2024-05-28 11:16:56,0
243,2024-05-28 11:17:56,0
248,2024-05-28 11:18:56,0
239,2024-05-28 11:19:56,0
296,2024-05-28 11:20:56,0
280,2024-05-28 11:21:56,0
286,2024-05-28 11:22:56,0
283,2024-05-28 11:23:56,0
292,2024-05-28 11:24:56,0
287,2024-05-28 11:25:56,0
307,2024-05-28 11:26:56,0
288,2024-05-28 11:27:56,0
288,2024-05-28 11:28:56,0
246,2024-05-28 11:29:56,0
252,2024-05-28 11:30:56,0
257,2024-05-28 11:31:56,0
246,2024-05-28 11:32:56,0
246,2024-05-28 11:33:56,0
241,2024-05-28 11:34:56,0
247,2024-05-28 11:35:56,0
244,2024-05-28 11:36:57,0
281,2024-05-28 11:37:56,0
274,2024-05-28 11:38:56,0
290,2024-05-28 11:39:56,0
287,2024-05-28 11:40:56,0
285,2024-05-28 11:41:56,0
279,2024-05-28 11:42:56,0
281,2024-05-28 11:43:56,0
290,2024-05-28 11:44:56,0
302,2024-05-28 11:45:56,0
271,2024-05-28 11:46:56,0
280,2024-05-28 11:47:56,0
266,2024-05-28 11:48:56,0
273,2024-05-28 11:49:56,0
304,2024-05-28 11:50:56,0
307,2024-05-28 11:51:56,0
307,2024-05-28 11:52:56,0
296,2024-05-28 11:53:56,0
311,2024-05-28 11:54:56,0
279,2024-05-28 11:55:57,0
299,2024-05-28 11:56:57,0
282,2024-05-28 11:57:56,0
274,2024-05-28 11:58:56,0
268,2024-05-28 11:59:56,0
268,2024-05-28 12:00:56,0
293,2024-05-28 12:01:56,0
288,2024-05-28 12:02:56,0
285,2024-05-28 12:03:56,0
288,2024-05-28 12:04:56,0
296,2024-05-28 12:05:56,0
279,2024-05-28 12:06:56,0
260,2024-05-28 12:07:56,0
276,2024-05-28 12:08:56,0
282,2024-05-28 12:09:57,0
282,2024-05-28 12:10:56,0
279,2024-05-28 12:11:56,0
293,2024-05-28 12:12:56,0
296,2024-05-28 12:13:56,0
307,2024-05-28 12:14:56,0
297,2024-05-28 12:15:56,0
290,2024-05-28 12:16:56,0
299,2024-05-28 12:17:56,0
298,2024-05-28 12:18:56,0
304,2024-05-28 12:19:56,0
287,2024-05-28 12:20:56,0
285,2024-05-28 12:21:56,0
282,2024-05-28 12:22:56,0
307,2024-05-28 12:23:56,0
274,2024-05-28 12:24:56,0
285,2024-05-28 12:25:56,0
279,2024-05-28 12:26:56,0
274,2024-05-28 12:27:56,0
271,2024-05-28 12:28:56,0
280,2024-05-28 12:29:56,0
296,2024-05-28 12:30:57,0
279,2024-05-28 12:31:56,0
289,2024-05-28 12:32:56,0
290,2024-05-28 12:33:56,0
290,2024-05-28 12:34:57,0
288,2024-05-28 12:35:56,0
282,2024-05-28 12:36:56,0
288,2024-05-28 12:37:56,0
282,2024-05-28 12:38:56,0
274,2024-05-28 12:39:56,0
288,2024-05-28 12:40:56,0
287,2024-05-28 12:41:56,0
288,2024-05-28 12:42:56,0
304,2024-05-28 12:43:57,0
282,2024-05-28 12:44:56,0
282,2024-05-28 12:45:56,0
279,2024-05-28 12:46:56,0
263,2024-05-28 12:47:56,0
274,2024-05-28 12:48:56,0
282,2024-05-28 12:49:56,0
289,2024-05-28 12:50:56,0
282,2024-05-28 12:51:57,0
278,2024-05-28 12:52:56,0
285,2024-05-28 12:53:56,0
288,2024-05-28 12:54:56,0
292,2024-05-28 12:55:56,0
283,2024-05-28 12:56:56,0
285,2024-05-28 12:57:56,0
294,2024-05-28 12:58:56,0
276,2024-05-28 12:59:56,0
276,2024-05-28 13:00:56,0
278,2024-05-28 13:01:56,0
270,2024-05-28 13:02:56,0
279,2024-05-28 13:03:56,0
263,2024-05-28 13:04:56,0
252,2024-05-28 13:05:56,0
285,2024-05-28 13:06:56,0
290,2024-05-28 13:07:56,0
298,2024-05-28 13:08:56,0
279,2024-05-28 13:09:56,0
274,2024-05-28 13:10:56,0
275,2024-05-28 13:11:56,0
275,2024-05-28 13:12:56,0
277,2024-05-28 13:13:56,0
283,2024-05-28 13:14:56,0
285,2024-05-28 13:15:56,0
278,2024-05-28 13:16:56,0
274,2024-05-28 13:17:57,0
282,2024-05-28 13:18:56,0
279,2024-05-28 13:19:56,0
278,2024-05-28 13:20:56,0
285,2024-05-28 13:21:56,0
276,2024-05-28 13:22:56,0
282,2024-05-28 13:23:56,0
276,2024-05-28 13:24:56,0
288,2024-05-28 13:25:56,0
271,2024-05-28 13:26:56,0
266,2024-05-28 13:27:56,0
279,2024-05-28 13:28:56,0
271,2024-05-28 13:29:56,0
284,2024-05-28 13:30:57,0
287,2024-05-28 13:31:56,0
271,2024-05-28 13:32:56,0
287,2024-05-28 13:33:57,0
282,2024-05-28 13:34:56,0
286,2024-05-28 13:35:56,0
282,2024-05-28 13:36:56,0
280,2024-05-28 13:37:56,0
282,2024-05-28 13:38:56,0
277,2024-05-28 13:39:56,0
274,2024-05-28 13:40:56,0
274,2024-05-28 13:41:56,0
274,2024-05-28 13:42:56,0
274,2024-05-28 13:43:56,0
293,2024-05-28 13:44:56,0
251,2024-05-28 13:45:56,0
244,2024-05-28 13:46:56,0
246,2024-05-28 13:47:56,0
282,2024-05-28 13:48:56,0
286,2024-05-28 13:49:56,0
290,2024-05-28 13:50:56,0
293,2024-05-28 13:51:56,0
285,2024-05-28 13:52:56,0
279,2024-05-28 13:53:56,0
276,2024-05-28 13:54:56,0
276,2024-05-28 13:55:56,0
281,2024-05-28 13:56:56,0
283,2024-05-28 13:57:56,0
221,2024-05-28 13:58:56,0
226,2024-05-28 13:59:56,0
243,2024-05-28 14:00:56,0
246,2024-05-28 14:01:56,0
233,2024-05-28 14:02:56,0
235,2024-05-28 14:03:56,0
290,2024-05-28 14:04:56,0
301,2024-05-28 14:05:56,0
282,2024-05-28 14:06:56,0
284,2024-05-28 14:07:56,0
274,2024-05-28 14:08:56,0
290,2024-05-28 14:09:56,0
280,2024-05-28 14:10:56,0
282,2024-05-28 14:11:56,0
277,2024-05-28 14:12:56,0
279,2024-05-28 14:13:56,0
276,2024-05-28 14:14:56,0
275,2024-05-28 14:15:56,0
279,2024-05-28 14:16:56,0
285,2024-05-28 14:17:56,0
288,2024-05-28 14:18:56,0
299,2024-05-28 14:19:56,0
292,2024-05-28 14:20:56,0
279,2024-05-28 14:21:56,0
293,2024-05-28 14:22:56,0
304,2024-05-28 14:23:56,0
257,2024-05-28 14:24:56,0
268,2024-05-28 14:25:56,0
256,2024-05-28 14:26:56,0
260,2024-05-28 14:27:56,0
257,2024-05-28 14:28:56,0
270,2024-05-28 14:29:56,0
285,2024-05-28 14:30:56,0
299,2024-05-28 14:31:56,0
304,2024-05-28 14:32:56,0
293,2024-05-28 14:33:56,0
304,2024-05-28 14:34:56,0
301,2024-05-28 14:35:56,0
300,2024-05-28 14:36:56,0
298,2024-05-28 14:37:56,0
296,2024-05-28 14:38:57,0
296,2024-05-28 14:39:56,0
290,2024-05-28 14:40:56,0
307,2024-05-28 14:41:56,0
279,2024-05-28 14:42:56,0
277,2024-05-28 14:43:56,0
285,2024-05-28 14:44:56,0
276,2024-05-28 14:45:56,0
282,2024-05-28 14:46:56,0
287,2024-05-28 14:47:56,0
287,2024-05-28 14:48:57,0
285,2024-05-28 14:49:56,0
308,2024-05-28 14:50:56,0
268,2024-05-28 14:51:56,0
265,2024-05-28 14:52:56,0
250,2024-05-28 14:53:56,0
246,2024-05-28 14:54:56,0
252,2024-05-28 14:55:56,0
235,2024-05-28 14:56:56,0
241,2024-05-28 14:57:56,0
285,2024-05-28 14:58:56,0
277,2024-05-28 14:59:56,0
282,2024-05-28 15:00:56,0
288,2024-05-28 15:01:56,0
285,2024-05-28 15:02:56,0
288,2024-05-28 15:03:56,0
266,2024-05-28 15:04:56,0
298,2024-05-28 15:05:56,0
277,2024-05-28 15:06:56,0
274,2024-05-28 15:07:56,0
274,2024-05-28 15:08:56,0
268,2024-05-28 15:09:56,0
264,2024-05-28 15:10:56,0
265,2024-05-28 15:11:56,0
298,2024-05-28 15:12:56,0
276,2024-05-28 15:13:56,0
293,2024-05-28 15:14:56,0
282,2024-05-28 15:15:56,0
287,2024-05-28 15:16:56,0
274,2024-05-28 15:17:56,0
290,2024-05-28 15:18:56,0
301,2024-05-28 15:19:56,0
276,2024-05-28 15:20:56,0
276,2024-05-28 15:21:56,0
287,2024-05-28 15:22:56,0
296,2024-05-28 15:23:56,0
274,2024-05-28 15:24:56,0
290,2024-05-28 15:25:56,0
283,2024-05-28 15:26:56,0
288,2024-05-28 15:27:56,0
281,2024-05-28 15:28:56,0
274,2024-05-28 15:29:56,0
285,2024-05-28 15:30:56,0
299,2024-05-28 15:31:56,0
279,2024-05-28 15:32:56,0
293,2024-05-28 15:33:56,0
280,2024-05-28 15:34:56,0
291,2024-05-28 15:35:56,0
282,2024-05-28 15:36:56,0
281,2024-05-28 15:37:56,0
282,2024-05-28 15:38:56,0
274,2024-05-28 15:39:56,0
299,2024-05-28 15:40:56,0
356,2024-05-28 15:41:56,0
293,2024-05-28 15:42:56,0
337,2024-05-28 15:43:56,0
285,2024-05-28 15:44:56,0
290,2024-05-28 15:45:56,0
301,2024-05-28 15:46:56,0
310,2024-05-28 15:47:56,0
293,2024-05-28 15:48:56,0
301,2024-05-28 15:49:56,0
312,2024-05-28 15:50:56,0
315,2024-05-28 15:51:56,0
301,2024-05-28 15:52:56,0
298,2024-05-28 15:53:56,0
304,2024-05-28 15:54:56,0
279,2024-05-28 15:55:56,0
282,2024-05-28 15:56:56,0
290,2024-05-28 15:57:56,0
296,2024-05-28 15:58:56,0
291,2024-05-28 15:59:56,0
326,2024-05-28 17:00:56,0
293,2024-05-28 17:01:56,0
290,2024-05-28 17:02:56,0
312,2024-05-28 17:03:56,0
298,2024-05-28 17:04:56,0
345,2024-05-28 17:05:56,0
349,2024-05-28 17:06:56,0
332,2024-05-28 17:07:56,0
296,2024-05-28 17:08:56,0
282,2024-05-28 17:09:56,0
289,2024-05-28 17:10:56,0
250,2024-05-28 17:11:56,0
238,2024-05-28 17:12:56,0
290,2024-05-28 17:13:56,0
301,2024-05-28 17:14:56,0
288,2024-05-28 17:15:56,0
301,2024-05-28 17:16:56,0
241,2024-05-28 17:17:56,0
249,2024-05-28 17:18:57,0
257,2024-05-28 17:19:56,0
241,2024-05-28 17:20:56,0
246,2024-05-28 17:21:56,0
259,2024-05-28 17:22:56,0
238,2024-05-28 17:23:56,0
241,2024-05-28 17:24:56,0
235,2024-05-28 17:25:56,0
230,2024-05-28 17:26:56,0
309,2024-05-28 17:27:56,0
379,2024-05-28 17:28:56,0
268,2024-05-28 17:29:56,0
279,2024-05-28 17:30:56,0
279,2024-05-28 17:31:56,0
265,2024-05-28 17:32:56,0
279,2024-05-28 17:33:56,0
304,2024-05-28 17:34:56,0
279,2024-05-28 17:35:56,0
268,2024-05-28 17:36:56,0
260,2024-05-28 17:37:56,0
245,2024-05-28 17:38:56,0
254,2024-05-28 17:39:56,0
255,2024-05-28 17:40:56,0
211,2024-05-28 17:41:56,0
279,2024-05-28 17:42:56,0
279,2024-05-28 17:43:56,0
285,2024-05-28 17:44:56,0
277,2024-05-28 17:45:56,0
289,2024-05-28 17:46:56,0
274,2024-05-28 17:47:56,0
308,2024-05-28 17:48:56,0
300,2024-05-28 17:49:56,0
302,2024-05-28 17:50:56,0
255,2024-05-28 17:51:56,0
249,2024-05-28 17:52:56,0
256,2024-05-28 17:53:56,0
232,2024-05-28 17:54:56,0
235,2024-05-28 17:55:56,0
235,2024-05-28 17:56:56,0
246,2024-05-28 17:57:56,0
257,2024-05-28 17:58:56,0
228,2024-05-28 17:59:56,0
326,2024-05-28 18:00:56,0
326,2024-05-28 18:01:56,0
400,2024-05-28 18:02:56,0
379,2024-05-28 18:03:56,0
373,2024-05-28 18:04:56,0
263,2024-05-28 18:05:56,0
266,2024-05-28 18:06:56,0
257,2024-05-28 18:07:56,0
266,2024-05-28 18:08:56,0
161,2024-05-28 18:09:56,0
168,2024-05-28 18:10:56,0
170,2024-05-28 18:11:56,0
196,2024-05-28 18:12:56,0
205,2024-05-28 18:13:56,0
202,2024-05-28 18:14:56,0
194,2024-05-28 18:15:56,0
197,2024-05-28 18:16:56,0
242,2024-05-28 18:17:56,0
265,2024-05-28 18:18:56,0
395,2024-05-28 18:19:56,0
341,2024-05-28 18:20:56,0
401,2024-05-28 18:21:56,0
268,2024-05-28 18:22:56,0
255,2024-05-28 18:23:56,0
301,2024-05-28 18:24:56,0
238,2024-05-28 18:25:56,0
430,2024-05-28 18:26:57,0
395,2024-05-28 18:27:56,0
425,2024-05-28 18:28:56,0
403,2024-05-28 18:29:56,0
392,2024-05-28 18:30:56,0
340,2024-05-28 18:31:56,0
310,2024-05-28 18:32:56,0
421,2024-05-28 18:33:56,0
423,2024-05-28 18:34:56,0
445,2024-05-28 18:35:57,0
285,2024-05-28 18:36:56,0
309,2024-05-28 18:37:56,0
293,2024-05-28 18:38:56,0
178,2024-05-28 18:39:56,0
232,2024-05-28 18:40:56,0
213,2024-05-28 18:41:56,0
191,2024-05-28 18:42:56,0
246,2024-05-28 18:43:56,0
318,2024-05-28 18:44:56,0
248,2024-05-28 18:45:56,0
266,2024-05-28 18:46:56,0
271,2024-05-28 18:47:56,0
312,2024-05-28 18:48:56,0
268,2024-05-28 18:49:56,0
274,2024-05-28 18:50:56,0
279,2024-05-28 18:51:56,0
277,2024-05-28 18:52:56,0
266,2024-05-28 18:53:56,0
279,2024-05-28 18:54:56,0
277,2024-05-28 18:55:56,0
277,2024-05-28 18:56:56,0
285,2024-05-28 18:57:56,0
274,2024-05-28 18:58:56,0
291,2024-05-28 18:59:56,0
286,2024-05-28 23:00:56,0
274,2024-05-28 23:01:56,0
266,2024-05-28 23:02:56,0
263,2024-05-28 23:03:56,0
249,2024-05-28 23:04:56,0
257,2024-05-28 23:05:56,0
276,2024-05-28 23:06:56,0
260,2024-05-28 23:07:56,0
266,2024-05-28 23:08:56,0
279,2024-05-28 23:09:56,0
268,2024-05-28 23:10:56,0
268,2024-05-28 23:11:56,0
266,2024-05-28 23:12:56,0
275,2024-05-28 23:13:56,0
263,2024-05-28 23:14:56,0
268,2024-05-28 23:15:56,0
274,2024-05-28 23:16:56,0
271,2024-05-28 23:17:56,0
266,2024-05-28 23:18:56,0
260,2024-05-28 23:19:56,0
274,2024-05-28 23:20:56,0
268,2024-05-28 23:21:56,0
257,2024-05-28 23:22:56,0
266,2024-05-28 23:23:56,0
266,2024-05-28 23:24:56,0
252,2024-05-28 23:25:56,0
271,2024-05-28 23:26:56,0
250,2024-05-28 23:27:56,0
255,2024-05-28 23:28:56,0
265,2024-05-28 23:29:56,0
276,2024-05-28 23:30:56,0
255,2024-05-28 23:31:56,0
255,2024-05-28 23:32:56,0
246,2024-05-28 23:33:56,0
252,2024-05-28 23:34:56,0
275,2024-05-28 23:35:56,0
252,2024-05-28 23:36:56,0
248,2024-05-28 23:37:56,0
260,2024-05-28 23:38:56,0
260,2024-05-28 23:39:56,0
257,2024-05-28 23:40:56,0
246,2024-05-28 23:41:56,0
251,2024-05-28 23:42:56,0
254,2024-05-28 23:43:56,0
268,2024-05-28 23:44:56,0
261,2024-05-28 23:45:56,0
249,2024-05-28 23:46:56,0
268,2024-05-28 23:47:56,0
275,2024-05-28 23:48:56,0
265,2024-05-28 23:49:56,0
257,2024-05-28 23:50:56,0
257,2024-05-28 23:51:56,0
251,2024-05-28 23:52:56,0
224,2024-05-28 23:53:56,0
263,2024-05-28 23:54:56,0
266,2024-05-28 23:55:56,0
263,2024-05-28 23:56:56,0
263,2024-05-28 23:57:56,0
266,2024-05-28 23:58:56,0
260,2024-05-28 23:59:56,0
255,2024-05-29 00:00:56,0
257,2024-05-29 00:01:56,0
254,2024-05-29 00:02:56,0
262,2024-05-29 00:03:56,0
256,2024-05-29 00:04:56,0
263,2024-05-29 00:05:56,0
246,2024-05-29 00:06:56,0
251,2024-05-29 00:07:56,0
260,2024-05-29 00:08:56,0
263,2024-05-29 00:09:56,0
260,2024-05-29 00:10:56,0
245,2024-05-29 00:11:56,0
260,2024-05-29 00:12:56,0
252,2024-05-29 00:13:56,0
248,2024-05-29 00:14:56,0
270,2024-05-29 00:15:56,0
252,2024-05-29 00:16:56,0
268,2024-05-29 00:17:56,0
252,2024-05-29 00:18:56,0
270,2024-05-29 00:19:56,0
260,2024-05-29 00:20:56,0
250,2024-05-29 00:21:56,0
253,2024-05-29 00:22:56,0
266,2024-05-29 00:23:56,0
266,2024-05-29 00:24:56,0
249,2024-05-29 00:25:56,0
255,2024-05-29 00:26:56,0
263,2024-05-29 00:27:56,0
274,2024-05-29 00:28:56,0
235,2024-05-29 00:29:56,0
233,2024-05-29 00:30:56,0
266,2024-05-29 00:31:56,0
254,2024-05-29 00:32:56,0
267,2024-05-29 00:33:56,0
260,2024-05-29 00:34:56,0
257,2024-05-29 00:35:56,0
255,2024-05-29 00:36:56,0
259,2024-05-29 00:37:56,0
263,2024-05-29 00:38:56,0
249,2024-05-29 00:39:56,0
260,2024-05-29 00:40:56,0
246,2024-05-29 00:41:56,0
246,2024-05-29 00:42:56,0
222,2024-05-29 00:43:56,0
252,2024-05-29 00:44:56,0
242,2024-05-29 00:45:56,0
246,2024-05-29 00:46:56,0
245,2024-05-29 00:47:56,0
233,2024-05-29 00:48:56,0
243,2024-05-29 00:49:56,0
246,2024-05-29 00:50:56,0
252,2024-05-29 00:51:56,0
246,2024-05-29 00:52:56,0
245,2024-05-29 00:53:56,0
252,2024-05-29 00:54:56,0
221,2024-05-29 00:55:56,0
257,2024-05-29 00:56:56,0
246,2024-05-29 00:57:56,0
247,2024-05-29 00:58:56,0
247,2024-05-29 00:59:56,0
250,2024-05-29 01:00:56,0
263,2024-05-29 01:01:56,0
257,2024-05-29 01:02:56,0
274,2024-05-29 01:03:56,0
268,2024-05-29 01:04:56,0
260,2024-05-29 01:05:56,0
269,2024-05-29 01:06:56,0
266,2024-05-29 01:07:56,0
266,2024-05-29 01:08:56,0
246,2024-05-29 01:09:56,0
263,2024-05-29 01:10:56,0
263,2024-05-29 01:11:56,0
241,2024-05-29 01:12:56,0
252,2024-05-29 01:13:56,0
262,2024-05-29 01:14:56,0
257,2024-05-29 01:15:56,0
260,2024-05-29 01:16:56,0
260,2024-05-29 01:17:56,0
266,2024-05-29 01:18:56,0
254,2024-05-29 01:19:56,0
254,2024-05-29 01:20:56,0
265,2024-05-29 01:21:56,0
257,2024-05-29 01:22:56,0
273,2024-05-29 01:23:56,0
260,2024-05-29 01:24:56,0
243,2024-05-29 01:25:56,0
232,2024-05-29 01:26:56,0
246,2024-05-29 01:27:56,0
243,2024-05-29 01:28:56,0
252,2024-05-29 01:29:56,0
230,2024-05-29 01:30:56,0
246,2024-05-29 01:31:56,0
246,2024-05-29 01:32:56,0
241,2024-05-29 01:33:56,0
241,2024-05-29 01:34:56,0
242,2024-05-29 01:35:56,0
263,2024-05-29 01:36:56,0
252,2024-05-29 01:37:56,0
244,2024-05-29 01:38:56,0
243,2024-05-29 01:39:56,0
252,2024-05-29 01:40:56,0
222,2024-05-29 01:41:56,0
241,2024-05-29 01:42:56,0
241,2024-05-29 01:43:56,0
241,2024-05-29 01:44:56,0
238,2024-05-29 01:45:56,0
230,2024-05-29 01:46:56,0
230,2024-05-29 01:47:56,0
243,2024-05-29 01:48:56,0
238,2024-05-29 01:49:56,0
235,2024-05-29 01:50:56,0
243,2024-05-29 01:51:56,0
241,2024-05-29 01:52:56,0
242,2024-05-29 01:53:56,0
238,2024-05-29 01:54:56,0
233,2024-05-29 01:55:56,0
235,2024-05-29 01:56:56,0
233,2024-05-29 01:57:56,0
234,2024-05-29 01:58:56,0
238,2024-05-29 01:59:56,0
235,2024-05-29 02:00:56,0
230,2024-05-29 02:01:56,0
249,2024-05-29 02:02:56,0
228,2024-05-29 02:03:56,0
226,2024-05-29 02:04:56,0
218,2024-05-29 02:05:56,0
219,2024-05-29 02:06:56,0
224,2024-05-29 02:07:56,0
199,2024-05-29 02:08:56,0
223,2024-05-29 02:09:56,0
219,2024-05-29 02:10:56,0
227,2024-05-29 02:11:56,0
235,2024-05-29 02:12:56,0
214,2024-05-29 02:13:56,0
244,2024-05-29 02:14:56,0
246,2024-05-29 02:15:56,0
243,2024-05-29 02:16:56,0
241,2024-05-29 02:17:56,0
246,2024-05-29 02:18:56,0
240,2024-05-29 02:19:56,0
233,2024-05-29 02:20:56,0
252,2024-05-29 02:21:56,0
246,2024-05-29 02:22:56,0
254,2024-05-29 02:23:56,0
246,2024-05-29 02:24:56,0
254,2024-05-29 02:25:56,0
246,2024-05-29 02:26:56,0
246,2024-05-29 02:27:56,0
230,2024-05-29 02:28:56,0
249,2024-05-29 02:29:56,0
244,2024-05-29 02:30:56,0
242,2024-05-29 02:31:56,0
238,2024-05-29 02:32:56,0
237,2024-05-29 02:33:56,0
255,2024-05-29 02:34:56,0
238,2024-05-29 02:35:56,0
232,2024-05-29 02:36:56,0
222,2024-05-29 02:37:56,0
224,2024-05-29 02:38:56,0
222,2024-05-29 02:39:56,0
230,2024-05-29 02:40:56,0
230,2024-05-29 02:41:56,0
213,2024-05-29 02:42:56,0
229,2024-05-29 02:43:56,0
224,2024-05-29 02:44:56,0
224,2024-05-29 02:45:56,0
235,2024-05-29 02:46:56,0
257,2024-05-29 02:47:56,0
241,2024-05-29 02:48:56,0
244,2024-05-29 02:49:56,0
252,2024-05-29 02:50:56,0
263,2024-05-29 02:51:56,0
241,2024-05-29 02:52:56,0
260,2024-05-29 02:53:56,0
246,2024-05-29 02:54:56,0
234,2024-05-29 02:55:56,0
238,2024-05-29 02:56:56,0
245,2024-05-29 02:57:56,0
242,2024-05-29 02:58:56,0
235,2024-05-29 02:59:56,0
241,2024-05-29 04:00:56,0
241,2024-05-29 04:01:56,0
244,2024-05-29 04:02:56,0
252,2024-05-29 04:03:56,0
239,2024-05-29 04:04:56,0
241,2024-05-29 04:05:56,0
252,2024-05-29 04:06:56,0
243,2024-05-29 04:07:56,0
246,2024-05-29 04:08:56,0
255,2024-05-29 04:09:56,0
262,2024-05-29 04:10:56,0
255,2024-05-29 04:11:56,0
238,2024-05-29 04:12:56,0
266,2024-05-29 04:13:56,0
228,2024-05-29 04:14:56,0
238,2024-05-29 04:15:56,0
254,2024-05-29 04:16:56,0
232,2024-05-29 04:17:56,0
246,2024-05-29 04:18:56,0
241,2024-05-29 04:19:56,0
238,2024-05-29 04:20:56,0
227,2024-05-29 04:21:56,0
230,2024-05-29 04:22:56,0
230,2024-05-29 04:23:56,0
236,2024-05-29 04:24:56,0
213,2024-05-29 04:25:56,0
225,2024-05-29 04:26:56,0
224,2024-05-29 04:27:56,0
211,2024-05-29 04:28:56,0
224,2024-05-29 04:29:56,0
