13-3-3_v,13-3-2_v,13-3-5_v,13-3-4_v,13-3-1_v,13-3-0_v,13-3-7_v,13-3-6_v,13-3-9_v,13-3-8_v,13-3-12_v,13-3-11_v,13-3-13_v,13-3-10_v,csvTime
1,6980,0,0,6973,6966,1,2,100,3,0,16,0.0,6010,2024-05-18 14:55:53
0,6977,0,0,6970,6963,1,2,100,2,0,14,0.0,6012,2024-05-18 14:56:53
0,6976,0,0,6970,6964,1,2,100,2,0,5,0.0,6011,2024-05-18 14:57:53
0,6977,0,0,6970,6963,1,2,100,3,0,15,0.0,6012,2024-05-18 14:58:53
9,6977,6,8,6970,6964,3,8,93,9,1816,8,0.0,6006,2024-05-18 15:00:53
9,6978,7,8,6971,6964,3,8,92,8,1854,15,0.0,6007,2024-05-18 15:01:54
9,6979,7,8,6972,6966,3,9,94,9,1681,7,0.0,6010,2024-05-18 15:02:54
9,6979,6,8,6972,6965,3,8,94,9,1904,15,0.0,6011,2024-05-18 15:03:55
9,6976,6,8,6970,6963,3,8,94,9,1903,11,0.0,6010,2024-05-18 15:04:55
9,6978,6,8,6971,6965,3,8,94,9,1970,11,0.0,6011,2024-05-18 15:05:55
9,6977,6,8,6970,6964,3,8,94,9,1942,14,0.0,6011,2024-05-18 15:06:55
10,6978,8,9,6971,6964,3,9,94,10,578,16,0.0,6011,2024-05-18 15:07:55
9,6975,6,8,6969,6962,3,8,94,9,1714,13,0.0,6015,2024-05-18 15:08:56
9,6978,6,8,6971,6965,3,8,94,9,1785,12,0.0,6010,2024-05-18 15:09:56
9,6978,6,8,6971,6964,3,8,94,9,1960,15,0.0,6011,2024-05-18 15:10:56
9,6979,6,8,6971,6964,3,8,94,9,1903,16,0.0,6011,2024-05-18 15:11:56
9,6978,6,8,6971,6963,3,8,94,9,1448,14,0.0,6008,2024-05-18 15:12:57
9,6978,6,8,6972,6965,3,8,94,9,1740,6,0.0,6010,2024-05-18 15:13:57
9,6976,6,8,6970,6964,3,8,94,9,1705,6,0.0,6010,2024-05-18 15:14:57
2,6977,0,0,6970,6963,1,3,100,3,0,15,0.0,6009,2024-05-18 15:15:58
0,6979,0,0,6971,6964,1,2,100,3,0,13,0.0,6008,2024-05-18 15:16:58
0,6976,0,0,6969,6963,1,2,100,2,0,11,0.0,6009,2024-05-18 15:17:58
0,6979,0,0,6972,6965,1,2,100,2,0,14,0.0,6008,2024-05-18 15:18:58
0,6977,0,0,6969,6962,1,2,100,2,0,14,0.0,6010,2024-05-18 15:19:59
0,6979,0,0,6972,6965,1,2,100,2,0,12,0.0,6009,2024-05-18 15:20:58
0,6977,0,0,6971,6964,1,2,100,2,0,11,0.0,6010,2024-05-18 15:21:58
0,6977,0,0,6970,6963,1,2,100,2,0,9,0.0,6009,2024-05-18 15:22:59
0,6977,0,0,6970,6963,1,2,100,2,0,10,0.0,6009,2024-05-18 15:23:59
9,6977,6,8,6970,6963,3,8,93,9,1830,16,0.0,6006,2024-05-18 15:24:59
9,6980,6,8,6973,6966,3,8,93,9,1816,10,0.0,6007,2024-05-18 15:26:00
9,6977,8,9,6970,6963,3,9,94,10,792,10,0.0,6009,2024-05-18 15:27:00
9,6978,6,8,6971,6965,3,8,94,9,1789,6,0.0,6009,2024-05-18 15:28:00
9,6979,7,8,6971,6964,3,8,93,9,1460,16,0.0,6009,2024-05-18 15:29:01
9,6977,7,8,6970,6963,3,8,93,9,1364,6,0.0,6008,2024-05-18 15:30:01
9,6977,7,8,6971,6964,3,8,94,9,1622,6,0.0,6009,2024-05-18 15:31:01
9,6976,8,8,6970,6964,3,8,93,9,1072,9,0.0,6009,2024-05-18 15:32:01
12,6976,11,11,6969,6962,3,9,93,9,585,16,0.0,6008,2024-05-18 15:33:02
9,6976,6,8,6969,6962,3,8,93,9,1679,9,0.0,6007,2024-05-18 15:34:02
9,6980,6,8,6973,6966,3,8,93,9,1687,10,0.0,6003,2024-05-18 15:35:02
10,6977,9,9,6970,6964,3,9,93,9,1100,13,0.0,6008,2024-05-18 15:36:02
9,6976,6,8,6968,6960,3,8,93,9,1615,13,0.0,5978,2024-05-18 15:37:03
9,6980,6,8,6972,6964,3,8,94,9,1828,18,0.0,6007,2024-05-18 15:38:03
10,6979,9,10,6971,6963,3,10,92,10,812,14,0.0,6009,2024-05-18 15:39:03
35,6977,35,35,6970,6963,7,31,97,30,304,14,0.0,6010,2024-05-18 15:40:04
9,6979,6,8,6971,6963,3,8,93,9,1921,16,0.0,6010,2024-05-18 15:41:04
9,6978,6,8,6972,6966,3,8,94,9,1787,13,0.0,6004,2024-05-18 15:42:04
9,6979,6,8,6972,6966,3,8,94,9,1731,7,0.0,6012,2024-05-18 15:43:04
9,6974,6,8,6966,6959,3,8,94,9,1916,16,0.0,6009,2024-05-18 15:44:05
9,6978,6,8,6971,6964,3,8,94,9,1868,12,0.0,6012,2024-05-18 15:45:05
9,6976,6,8,6970,6963,3,8,94,9,1870,7,0.0,6011,2024-05-18 15:46:05
30,6980,30,30,6974,6968,6,26,97,27,28,14,0.0,5992,2024-05-18 15:47:05
15,6974,13,14,6967,6960,4,12,95,13,743,8,0.0,5979,2024-05-18 15:48:06
9,6977,6,8,6971,6964,3,8,94,9,1917,4,0.0,6013,2024-05-18 15:49:06
16,6978,17,16,6971,6964,4,15,95,16,379,10,0.0,5988,2024-05-18 15:50:06
10,6978,8,9,6971,6964,3,9,93,10,1038,15,0.0,6002,2024-05-18 15:51:07
9,6978,6,8,6970,6963,3,8,93,9,1719,16,0.0,6000,2024-05-18 15:52:07
9,6979,6,8,6971,6964,3,8,93,9,1769,14,0.0,5997,2024-05-18 15:53:07
9,6972,7,8,6964,6956,3,8,93,9,1449,9,0.0,5999,2024-05-18 15:54:07
9,6979,6,8,6971,6964,3,8,93,9,1655,15,0.0,6009,2024-05-18 15:55:08
9,6977,7,8,6970,6963,3,8,94,9,1666,12,0.0,6015,2024-05-18 15:56:08
9,6978,6,8,6972,6965,3,8,94,9,1652,10,0.0,6011,2024-05-18 15:57:09
10,6977,9,10,6971,6965,3,9,94,10,570,4,0.0,6010,2024-05-18 15:58:09
9,6979,7,8,6971,6964,3,8,94,9,887,15,0.0,6011,2024-05-18 16:00:10
9,6976,7,8,6970,6963,3,8,93,9,1692,6,0.0,6012,2024-05-18 16:01:10
9,6977,8,9,6971,6964,3,9,94,9,1182,5,0.0,6011,2024-05-18 16:02:10
9,6978,7,8,6971,6964,3,8,93,9,1513,8,0.0,6010,2024-05-18 16:03:11
10,6980,9,10,6973,6966,3,9,94,9,647,13,0.0,6010,2024-05-18 16:04:11
9,6977,8,9,6971,6965,3,9,94,9,1132,8,0.0,6011,2024-05-18 16:05:11
9,6976,6,8,6969,6962,3,8,94,9,1715,6,0.0,6011,2024-05-18 16:06:12
14,6975,13,14,6968,6961,4,12,95,13,391,15,0.0,6008,2024-05-18 16:07:12
9,6974,6,8,6966,6959,3,8,94,9,1819,14,0.0,6007,2024-05-18 16:08:13
9,6971,6,8,6964,6956,3,8,94,9,1759,10,0.0,6003,2024-05-18 16:09:13
9,6972,6,8,6964,6957,3,8,94,9,1483,16,0.0,6007,2024-05-18 16:10:13
9,6973,6,8,6966,6958,3,8,94,9,1658,11,0.0,6007,2024-05-18 16:11:13
31,6972,30,30,6965,6958,6,22,96,23,334,12,0.0,6008,2024-05-18 16:12:13
9,6973,6,8,6966,6960,3,8,94,9,1659,12,0.0,6010,2024-05-18 16:13:14
9,6970,6,8,6963,6955,3,8,94,9,1893,8,0.0,6011,2024-05-18 16:14:14
9,6969,6,8,6963,6956,3,8,94,9,1847,16,0.0,6011,2024-05-18 16:15:14
9,6970,6,8,6963,6956,3,8,93,9,1821,14,0.0,5996,2024-05-18 16:16:15
9,6978,6,8,6971,6965,3,8,93,9,1601,12,0.0,6011,2024-05-18 16:17:15
9,6977,6,8,6970,6963,3,8,94,9,1620,15,0.0,6006,2024-05-18 16:18:16
9,6976,6,8,6969,6962,3,8,93,9,1726,8,0.0,6004,2024-05-18 16:19:16
9,6975,6,8,6968,6961,3,8,94,9,1726,10,0.0,6005,2024-05-18 16:20:16
9,6975,6,8,6968,6961,3,8,94,9,1730,14,0.0,6006,2024-05-18 16:21:16
9,6976,6,8,6969,6963,3,8,94,9,1862,8,0.0,6006,2024-05-18 16:22:16
9,6982,6,8,6975,6967,3,8,94,9,1828,16,0.0,6008,2024-05-18 16:23:16
7,6983,5,7,6976,6969,3,6,89,7,2148,5,0.0,6006,2024-05-18 16:24:16
9,6981,6,8,6974,6966,3,8,93,9,1592,15,0.0,6006,2024-05-18 16:25:17
9,6982,6,8,6975,6968,3,8,93,9,1887,7,0.0,6006,2024-05-18 16:26:17
9,6982,6,8,6975,6967,3,8,94,9,1835,6,0.0,6008,2024-05-18 16:27:17
9,6962,6,8,6955,6948,3,8,93,9,1657,10,0.0,6001,2024-05-18 16:28:17
9,6962,6,8,6955,6948,3,8,93,9,1808,9,0.0,6002,2024-05-18 16:29:17
9,6961,6,8,6954,6947,3,8,93,8,1856,11,0.0,6000,2024-05-18 16:30:17
0,6957,0,0,6950,6943,1,3,100,3,0,11,0.0,6001,2024-05-18 16:31:18
0,6956,0,0,6949,6941,1,2,100,3,0,12,0.0,6004,2024-05-18 16:32:19
0,6958,0,0,6950,6943,1,2,100,3,0,11,0.0,6002,2024-05-18 16:33:19
0,6962,0,0,6954,6947,1,2,100,2,0,15,0.0,6002,2024-05-18 16:34:19
0,6963,0,0,6955,6948,1,2,100,2,0,9,0.0,6002,2024-05-18 16:35:19
9,6961,7,8,6954,6947,3,8,93,9,1355,13,0.0,6001,2024-05-18 16:36:19
9,6962,6,8,6955,6947,3,8,93,9,1767,15,0.0,6002,2024-05-18 16:37:19
9,6962,6,8,6955,6947,3,8,93,9,1511,17,0.0,6002,2024-05-18 16:38:19
9,6962,6,8,6955,6948,3,8,94,9,1723,6,0.0,6003,2024-05-18 16:39:19
9,6961,6,8,6953,6946,3,8,93,9,1741,11,0.0,5995,2024-05-18 16:40:19
8,6961,6,7,6953,6946,3,7,90,7,1554,13,0.0,6005,2024-05-18 16:41:20
15,6960,14,15,6953,6946,4,13,94,14,319,16,0.0,5991,2024-05-18 16:42:20
9,6961,6,8,6954,6947,3,8,93,9,1691,16,0.0,5995,2024-05-18 16:43:20
9,6961,6,8,6954,6948,3,8,93,9,1618,8,0.0,6007,2024-05-18 16:44:20
16,6957,15,15,6950,6942,4,13,95,14,50,8,0.0,5998,2024-05-18 16:45:21
9,6956,7,8,6949,6942,3,8,93,9,1571,8,0.0,6001,2024-05-18 16:46:21
9,6957,6,8,6950,6942,3,8,93,9,1743,16,0.0,6001,2024-05-18 16:47:21
9,6956,6,8,6949,6941,3,8,94,9,1705,12,0.0,6001,2024-05-18 16:48:21
9,6957,7,8,6950,6943,3,8,94,9,1547,6,0.0,6005,2024-05-18 16:49:22
9,6956,6,8,6949,6942,3,8,93,9,1753,9,0.0,6005,2024-05-18 16:50:22
0,6973,0,0,6966,6959,1,2,100,3,0,15,0.0,6016,2024-05-18 16:51:22
0,6974,0,0,6968,6961,1,2,100,3,0,13,0.0,6011,2024-05-18 16:52:22
0,6975,0,0,6968,6960,1,2,100,2,0,11,0.0,6011,2024-05-18 16:53:22
0,6977,0,0,6971,6965,1,2,100,2,0,8,0.0,6012,2024-05-18 16:54:23
0,6977,0,0,6969,6962,1,2,100,2,0,16,0.0,6009,2024-05-18 16:55:23
9,6970,6,8,6964,6957,3,8,93,9,1542,8,0.0,6006,2024-05-18 16:56:23
10,6973,8,9,6966,6959,3,9,93,9,1190,16,0.0,6007,2024-05-18 16:57:23
11,6974,10,11,6967,6961,3,11,94,11,170,14,0.0,6008,2024-05-18 16:58:24
9,6971,7,8,6964,6956,3,8,94,9,1563,15,0.0,6008,2024-05-18 17:00:25
9,6980,7,8,6973,6965,3,8,93,9,1360,16,0.0,6009,2024-05-18 17:01:25
10,6980,10,10,6974,6967,3,10,94,10,185,12,0.0,6009,2024-05-18 17:02:26
9,6979,7,8,6972,6964,3,8,94,9,1041,14,0.0,6009,2024-05-18 17:03:26
9,6979,6,8,6971,6964,3,8,93,9,1896,10,0.0,6000,2024-05-18 17:04:26
9,6979,6,8,6972,6964,3,8,94,9,2002,8,0.0,6009,2024-05-18 17:05:26
9,6977,6,8,6969,6961,3,8,94,9,1845,16,0.0,6009,2024-05-18 17:06:27
9,6976,7,8,6968,6960,3,8,94,9,1643,8,0.0,6008,2024-05-18 17:07:26
9,6977,6,8,6969,6962,3,8,94,9,1481,12,0.0,6009,2024-05-18 17:08:27
9,6977,6,8,6969,6961,3,8,93,9,1845,17,0.0,6009,2024-05-18 17:09:27
9,6981,6,8,6973,6965,3,8,94,9,1777,18,0.0,6009,2024-05-18 17:10:27
9,6980,6,8,6972,6964,3,8,94,9,1747,13,0.0,6009,2024-05-18 17:11:27
9,6980,6,8,6973,6966,3,8,94,9,1673,13,0.0,6009,2024-05-18 17:12:27
2,6980,0,0,6972,6965,1,2,100,3,0,16,0.0,6008,2024-05-18 17:13:27
0,6979,0,0,6972,6964,1,2,100,2,0,10,0.0,6009,2024-05-18 17:14:27
0,6979,0,0,6971,6963,1,2,100,2,0,9,0.0,6010,2024-05-18 17:15:28
0,6980,0,0,6972,6965,1,2,100,2,0,10,0.0,6010,2024-05-18 17:16:28
0,6980,0,0,6972,6964,1,2,100,2,0,16,0.0,6009,2024-05-18 17:17:28
0,6980,0,0,6973,6965,1,2,100,2,0,16,0.0,6010,2024-05-18 17:18:28
0,6980,0,0,6973,6965,1,2,100,2,0,7,0.0,6010,2024-05-18 17:19:28
0,6979,0,0,6971,6964,1,2,100,2,0,16,0.0,6010,2024-05-18 17:20:28
0,6980,0,0,6973,6965,1,2,100,2,0,7,0.0,6010,2024-05-18 17:21:28
0,6983,0,0,6975,6968,1,2,100,2,0,18,0.0,6009,2024-05-18 17:22:29
0,6981,0,0,6973,6965,1,2,100,2,0,16,0.0,6011,2024-05-18 17:23:29
0,6980,0,0,6973,6966,1,2,100,2,0,6,0.0,6012,2024-05-18 17:24:30
9,6979,6,8,6972,6965,3,8,93,9,1929,6,0.0,6007,2024-05-18 17:25:31
9,6980,6,8,6973,6965,3,8,93,9,1810,8,0.0,6011,2024-05-18 17:26:31
9,6980,7,8,6973,6966,3,8,93,9,1801,6,0.0,6010,2024-05-18 17:27:31
9,6980,8,9,6972,6965,3,9,94,9,980,11,0.0,6010,2024-05-18 17:28:31
9,6961,8,9,6954,6946,3,9,93,9,638,17,0.0,6007,2024-05-18 17:29:32
9,6979,7,8,6973,6966,3,8,93,9,1208,6,0.0,6009,2024-05-18 17:30:32
9,6980,6,8,6972,6965,3,8,93,9,1720,8,0.0,6010,2024-05-18 17:31:32
9,6979,7,8,6972,6964,3,8,94,9,1216,7,0.0,6009,2024-05-18 17:32:33
12,6981,11,11,6973,6965,3,11,95,11,783,17,0.0,6009,2024-05-18 17:33:33
9,6978,7,8,6971,6964,3,8,93,9,1234,6,0.0,6009,2024-05-18 17:34:34
9,6980,6,8,6973,6965,3,8,94,9,1763,13,0.0,6010,2024-05-18 17:35:34
9,6978,6,8,6972,6965,3,8,93,9,1636,7,0.0,6009,2024-05-18 17:36:35
9,6973,6,8,6966,6959,3,8,93,9,1751,16,0.0,6008,2024-05-18 17:37:35
9,6980,8,8,6973,6966,3,9,93,9,857,12,0.0,6009,2024-05-18 17:38:35
10,6979,9,9,6972,6965,3,9,94,9,690,9,0.0,6009,2024-05-18 17:39:36
9,6980,7,8,6973,6966,3,8,93,9,1104,12,0.0,6010,2024-05-18 17:40:36
9,6980,7,8,6973,6966,3,8,94,9,1166,11,0.0,6010,2024-05-18 17:41:37
9,6979,8,9,6972,6964,3,9,94,9,771,9,0.0,6010,2024-05-18 17:42:37
9,6979,6,8,6973,6966,3,8,94,9,1651,14,0.0,6008,2024-05-18 17:43:38
11,6981,10,11,6973,6966,3,10,94,11,298,16,0.0,6008,2024-05-18 17:44:38
9,6980,8,9,6973,6965,3,9,94,9,966,17,0.0,6008,2024-05-18 17:45:38
9,6979,6,8,6972,6964,3,8,94,9,1849,16,0.0,6007,2024-05-18 17:46:38
9,6979,7,8,6971,6964,3,8,94,9,1587,17,0.0,6007,2024-05-18 17:47:38
8,6978,7,8,6971,6963,3,8,93,8,1136,6,0.0,6006,2024-05-18 17:48:39
9,6979,8,9,6972,6964,3,8,93,9,951,13,0.0,6008,2024-05-18 17:49:39
10,6980,9,10,6973,6966,3,10,94,10,890,6,0.0,6008,2024-05-18 17:50:39
9,6982,7,8,6974,6966,3,8,94,9,655,13,0.0,6008,2024-05-18 17:51:39
10,6979,8,9,6971,6963,3,9,94,10,670,12,0.0,6007,2024-05-18 17:52:39
9,6978,7,8,6971,6963,3,9,94,9,1121,10,0.0,6007,2024-05-18 17:53:40
9,6979,7,8,6972,6964,3,8,94,9,1579,15,0.0,6008,2024-05-18 17:54:40
9,6978,7,8,6971,6964,3,8,94,9,1171,8,0.0,6007,2024-05-18 17:55:40
12,6978,11,11,6971,6963,3,11,95,11,236,6,0.0,6008,2024-05-18 17:56:40
9,6979,8,9,6972,6966,3,9,94,9,665,8,0.0,6008,2024-05-18 17:57:40
9,6980,7,8,6973,6966,3,8,94,9,1840,11,0.0,6007,2024-05-18 17:58:41
10,6979,9,9,6971,6964,3,9,94,9,330,10,0.0,6008,2024-05-18 18:00:41
9,6978,6,8,6971,6964,3,8,94,9,1806,14,0.0,6007,2024-05-18 18:01:41
9,6980,7,8,6973,6965,3,9,94,9,1170,13,0.0,6007,2024-05-18 18:02:41
9,6980,7,8,6972,6964,3,8,94,9,1178,14,0.0,6007,2024-05-18 18:03:42
9,6978,7,8,6971,6963,3,8,94,9,1568,14,0.0,6007,2024-05-18 18:04:42
9,6977,8,9,6970,6963,3,9,94,9,674,8,0.0,6007,2024-05-18 18:05:42
9,6977,6,8,6970,6963,3,8,94,9,1593,9,0.0,6008,2024-05-18 18:06:42
9,6978,7,8,6971,6963,3,8,94,9,1340,16,0.0,6008,2024-05-18 18:07:43
9,6979,8,9,6971,6963,3,9,94,9,1417,17,0.0,6006,2024-05-18 18:08:43
9,6980,7,8,6972,6964,3,8,94,9,1087,13,0.0,6006,2024-05-18 18:09:43
9,6977,7,8,6970,6962,3,8,94,9,1383,8,0.0,6006,2024-05-18 18:10:43
9,6979,7,8,6971,6963,3,8,94,9,1397,9,0.0,6006,2024-05-18 18:11:43
9,6978,6,8,6971,6963,3,8,93,9,1556,10,0.0,6006,2024-05-18 18:12:43
10,6978,9,9,6970,6962,3,9,94,10,455,17,0.0,6006,2024-05-18 18:13:44
10,6980,8,9,6972,6964,3,9,93,9,935,8,0.0,6005,2024-05-18 18:14:44
8,6977,7,8,6970,6962,3,8,93,9,817,13,0.0,6008,2024-05-18 18:15:44
10,6980,8,9,6972,6964,3,9,93,10,1033,15,0.0,6007,2024-05-18 18:16:44
9,6977,8,8,6970,6963,3,8,94,8,826,9,0.0,6005,2024-05-18 18:17:45
9,6977,8,8,6970,6963,3,8,94,9,1054,6,0.0,6006,2024-05-18 18:18:45
9,6978,6,8,6970,6962,3,8,94,9,1915,17,0.0,6005,2024-05-18 18:19:46
9,6977,7,8,6970,6963,3,8,94,9,1457,12,0.0,6005,2024-05-18 18:20:46
9,6981,6,8,6974,6966,3,8,94,9,1579,14,0.0,6006,2024-05-18 18:21:46
9,6979,6,8,6972,6964,3,8,94,9,1931,8,0.0,6005,2024-05-18 18:22:47
9,6979,6,8,6972,6964,3,8,94,9,1900,16,0.0,6006,2024-05-18 18:23:47
9,6979,6,8,6971,6964,3,8,94,9,1822,8,0.0,6006,2024-05-18 18:24:47
9,6979,6,8,6972,6964,3,8,94,9,1976,15,0.0,6007,2024-05-18 18:25:47
2,6980,0,0,6972,6965,1,3,100,3,10000,19,0.0,6007,2024-05-18 18:26:47
0,6979,0,0,6972,6965,1,2,100,3,0,9,0.0,6007,2024-05-18 18:27:47
0,6979,0,0,6972,6965,1,2,100,2,0,8,0.0,6006,2024-05-18 18:28:47
0,6978,0,0,6971,6964,1,2,100,2,0,9,0.0,6007,2024-05-18 18:29:47
9,6978,6,8,6971,6964,3,8,94,9,1809,8,0.0,6006,2024-05-18 18:30:48
9,6979,6,8,6971,6964,3,8,94,9,1881,10,0.0,6007,2024-05-18 18:31:47
9,6980,6,8,6972,6965,3,8,94,9,1777,14,0.0,6006,2024-05-18 18:32:48
9,6977,6,8,6970,6964,3,8,94,9,1894,9,0.0,6008,2024-05-18 18:33:48
9,6979,6,8,6971,6963,3,8,94,9,1891,15,0.0,6007,2024-05-18 18:34:48
9,6979,6,8,6971,6963,3,8,94,9,1902,12,0.0,6007,2024-05-18 18:35:48
9,6979,6,8,6972,6964,3,8,94,9,1924,8,0.0,6007,2024-05-18 18:36:48
9,6978,6,8,6971,6963,3,8,94,9,1757,6,0.0,6007,2024-05-18 18:37:48
9,6978,6,8,6971,6963,3,8,94,9,1909,11,0.0,6007,2024-05-18 18:38:49
9,6979,6,8,6971,6963,3,8,94,9,1757,16,0.0,6006,2024-05-18 18:39:49
9,6978,6,8,6972,6966,3,8,94,9,1865,11,0.0,6007,2024-05-18 18:40:49
9,6979,6,8,6972,6965,3,8,94,9,1919,5,0.0,6007,2024-05-18 18:41:49
9,6978,6,8,6972,6965,3,8,94,9,1485,7,0.0,6007,2024-05-18 18:42:49
9,6978,6,8,6972,6965,3,8,94,9,1948,12,0.0,6007,2024-05-18 18:43:50
9,6978,6,8,6971,6964,3,8,94,9,1859,9,0.0,6007,2024-05-18 18:44:50
9,6977,6,8,6971,6964,3,8,94,9,1890,11,0.0,6007,2024-05-18 18:45:50
9,6979,6,8,6972,6965,3,8,94,9,1836,8,0.0,6006,2024-05-18 18:46:51
9,6980,6,8,6972,6965,3,8,94,9,1870,14,0.0,6006,2024-05-18 18:47:51
9,6979,6,8,6972,6966,3,8,94,9,1851,8,0.0,6007,2024-05-18 18:48:51
9,6979,6,8,6971,6964,3,8,94,9,1953,6,0.0,6007,2024-05-18 18:49:51
1,6980,0,0,6973,6965,1,3,100,3,0,7,0.0,6007,2024-05-18 18:50:51
0,6977,0,0,6970,6963,1,2,100,3,0,16,0.0,6007,2024-05-18 18:51:52
0,6980,0,0,6973,6966,1,2,100,2,0,8,0.0,6007,2024-05-18 18:52:52
0,6978,0,0,6970,6962,1,2,100,2,0,8,0.0,6007,2024-05-18 18:53:52
0,6976,0,0,6970,6963,1,2,100,2,0,6,0.0,6007,2024-05-18 18:54:52
0,6976,0,0,6970,6964,1,2,100,2,0,8,0.0,6007,2024-05-18 18:55:52
0,6977,0,0,6970,6963,1,2,100,2,0,13,0.0,6007,2024-05-18 18:56:53
0,6977,0,0,6971,6964,1,2,100,2,0,14,0.0,6007,2024-05-18 18:57:53
0,6978,0,0,6971,6965,1,2,100,2,0,6,0.0,6007,2024-05-18 18:58:53
0,6978,0,0,6971,6964,1,2,100,2,0,7,0.0,6007,2024-05-18 19:00:54
0,6979,0,0,6972,6966,1,2,100,2,0,10,0.0,6007,2024-05-18 19:01:55
0,6978,0,0,6971,6964,1,2,100,2,0,14,0.0,6006,2024-05-18 19:02:55
0,6976,0,0,6969,6963,1,2,100,2,0,14,0.0,6008,2024-05-18 19:03:55
0,6978,0,0,6971,6964,1,2,100,2,0,11,0.0,6006,2024-05-18 19:04:55
0,6977,0,0,6970,6963,1,2,100,2,0,5,0.0,6007,2024-05-18 19:05:55
0,6978,0,0,6971,6963,1,2,100,2,0,11,0.0,6007,2024-05-18 19:06:55
0,6978,0,0,6971,6963,1,2,100,2,0,15,0.0,6007,2024-05-18 19:07:55
0,6978,0,0,6971,6964,1,2,100,2,0,12,0.0,6007,2024-05-18 19:08:55
0,6978,0,0,6972,6965,1,2,100,2,0,8,0.0,6006,2024-05-18 19:09:55
0,6978,0,0,6971,6964,1,2,100,2,0,16,0.0,6006,2024-05-18 19:10:55
0,6978,0,0,6970,6963,1,2,100,2,0,11,0.0,6009,2024-05-18 19:11:55
0,6978,0,0,6971,6964,1,2,100,2,0,16,0.0,6009,2024-05-18 19:12:56
0,6978,0,0,6972,6965,1,2,100,2,0,13,0.0,6009,2024-05-18 19:13:56
0,6978,0,0,6972,6965,1,2,100,2,0,9,0.0,6008,2024-05-18 19:14:56
0,6979,0,0,6972,6965,1,2,100,2,0,5,0.0,6009,2024-05-18 19:15:56
0,6979,0,0,6972,6965,1,2,100,2,0,8,0.0,6009,2024-05-18 19:16:57
0,6978,0,0,6971,6964,1,2,100,2,0,7,0.0,6010,2024-05-18 19:17:57
0,6979,0,0,6972,6965,1,2,100,2,0,6,0.0,6010,2024-05-18 19:18:57
0,6978,0,0,6972,6965,1,2,100,2,0,8,0.0,6008,2024-05-18 19:19:57
9,6977,6,8,6970,6963,3,8,93,9,1864,9,0.0,5986,2024-05-18 19:20:57
9,6979,6,8,6972,6965,3,8,93,9,1939,9,0.0,6003,2024-05-18 19:21:57
9,6978,7,8,6972,6965,3,8,93,9,1582,15,0.0,6008,2024-05-18 19:22:58
11,6980,10,10,6973,6966,3,10,94,11,693,8,0.0,6009,2024-05-18 19:23:58
9,6981,7,8,6973,6966,3,8,94,9,1521,14,0.0,6010,2024-05-18 19:24:59
9,6979,8,9,6973,6966,3,9,94,9,620,16,0.0,6010,2024-05-18 19:25:59
9,6979,7,8,6972,6965,3,8,94,9,1399,10,0.0,6010,2024-05-18 19:26:59
9,6978,8,8,6971,6965,3,9,94,9,575,15,0.0,6009,2024-05-18 19:27:59
9,6981,6,8,6973,6965,3,8,94,9,1904,6,0.0,6009,2024-05-18 19:29:00
9,6982,7,8,6974,6967,3,8,94,9,1457,6,0.0,6010,2024-05-18 19:30:00
9,6982,6,8,6974,6967,3,8,93,9,1812,17,0.0,5998,2024-05-18 19:31:00
9,6978,6,8,6971,6964,3,8,94,9,1920,16,0.0,6007,2024-05-18 19:32:01
9,6978,6,8,6972,6966,3,8,94,9,1581,7,0.0,6007,2024-05-18 19:33:01
9,6978,6,8,6971,6964,3,8,94,9,1807,13,0.0,6007,2024-05-18 19:34:01
9,6979,6,8,6972,6965,3,8,94,9,1917,7,0.0,6007,2024-05-18 19:35:01
9,6977,6,8,6970,6963,3,8,94,9,1934,15,0.0,6006,2024-05-18 19:36:01
9,6977,6,8,6970,6963,3,8,94,9,1974,14,0.0,6006,2024-05-18 19:37:01
9,6979,6,8,6972,6965,3,8,94,9,1920,15,0.0,6006,2024-05-18 19:38:02
9,6979,6,8,6972,6965,3,8,94,9,1916,12,0.0,6007,2024-05-18 19:39:03
9,6977,6,8,6971,6964,3,8,94,9,1961,6,0.0,6006,2024-05-18 19:40:03
9,6979,6,8,6972,6965,3,8,94,8,2021,13,0.0,6006,2024-05-18 19:41:03
0,6980,0,0,6973,6966,1,2,100,3,0,8,0.0,6007,2024-05-18 19:42:03
0,6978,0,0,6972,6965,1,2,100,2,0,13,0.0,6007,2024-05-18 19:43:03
0,6978,0,0,6971,6965,1,2,100,2,0,15,0.0,6007,2024-05-18 19:44:03
0,6978,0,0,6972,6965,1,2,100,2,0,11,0.0,6006,2024-05-18 19:45:03
0,6976,0,0,6970,6963,1,2,100,2,0,6,0.0,6007,2024-05-18 19:46:03
0,6979,0,0,6972,6964,1,2,100,2,0,16,0.0,6006,2024-05-18 19:47:03
0,6979,0,0,6972,6965,1,2,100,2,0,10,0.0,6006,2024-05-18 19:48:03
0,6978,0,0,6971,6963,1,2,100,2,0,14,0.0,6006,2024-05-18 19:49:03
0,6978,0,0,6971,6964,1,2,100,2,0,12,0.0,6006,2024-05-18 19:50:03
0,6980,0,0,6973,6966,1,2,100,2,0,10,0.0,6006,2024-05-18 19:51:04
0,6980,0,0,6973,6966,1,2,100,2,0,6,0.0,6006,2024-05-18 19:52:03
