13-2-11_v,13-2-10_v,13-2-13_v,13-2-12_v,13-2-6_v,13-2-5_v,13-2-4_v,13-2-3_v,13-2-2_v,13-2-1_v,13-2-0_v,13-2-9_v,13-2-8_v,csvTime,13-2-7_v
3,6003,0.0,2485,9,7,9,10,6958,6953,6948,96,10,2024-05-27 07:48:38,2
12,6007,0.0,2640,9,6,9,10,6955,6950,6944,95,10,2024-05-27 07:49:38,2
14,6005,0.0,1888,10,8,10,11,6957,6951,6944,95,10,2024-05-27 07:50:38,3
3,6007,0.0,1030,10,9,11,11,6956,6951,6945,96,11,2024-05-27 07:51:38,3
8,6012,0.0,2667,9,6,9,10,6955,6949,6943,96,10,2024-05-27 07:52:39,2
4,6008,0.0,2808,9,6,9,10,6954,6949,6944,96,10,2024-05-27 07:53:39,2
13,6006,0.0,2804,9,6,9,10,6954,6948,6943,95,10,2024-05-27 07:54:39,2
5,6005,0.0,2040,9,7,9,10,6956,6951,6945,95,10,2024-05-27 07:55:39,2
8,6007,0.0,781,11,10,12,12,6956,6951,6945,96,12,2024-05-27 07:56:40,3
9,6008,0.0,2684,9,6,9,10,6955,6950,6945,96,10,2024-05-27 07:57:40,2
10,6006,0.0,2733,9,6,9,10,6959,6953,6947,95,10,2024-05-27 07:58:40,2
7,6002,0.0,2653,9,6,9,10,6953,6947,6941,95,10,2024-05-27 08:00:41,2
13,6004,0.0,2731,9,6,9,10,6953,6947,6941,95,10,2024-05-27 08:01:41,2
11,5999,0.0,2769,9,6,9,10,6951,6946,6940,95,10,2024-05-27 08:02:41,2
14,5994,0.0,1328,10,9,11,12,6950,6945,6939,95,11,2024-05-27 08:03:41,3
5,6004,0.0,2209,10,7,9,10,6953,6947,6940,96,10,2024-05-27 08:04:42,2
6,5996,0.0,2629,9,6,9,10,6950,6944,6938,95,10,2024-05-27 08:05:42,2
10,6003,0.0,2693,9,6,9,10,6950,6944,6938,95,10,2024-05-27 08:06:43,2
6,5996,0.0,2217,9,7,9,10,6949,6943,6937,95,10,2024-05-27 08:07:43,2
15,6001,0.0,2211,9,7,9,10,6949,6943,6936,95,10,2024-05-27 08:08:44,2
8,6003,0.0,2146,9,7,9,10,6951,6945,6939,95,10,2024-05-27 08:09:44,3
14,6004,0.0,1509,10,9,10,11,6950,6944,6938,95,11,2024-05-27 08:10:44,3
3,5999,0.0,2607,9,6,9,10,6954,6949,6943,96,10,2024-05-27 08:11:45,2
10,6003,0.0,2631,9,6,9,10,6955,6948,6942,95,10,2024-05-27 08:12:45,2
10,6001,0.0,2222,9,6,9,10,6954,6947,6941,96,10,2024-05-27 08:13:45,2
6,6004,0.0,2414,9,7,9,10,6952,6947,6941,95,10,2024-05-27 08:14:45,2
4,6005,0.0,1164,11,9,10,12,6953,6947,6941,95,12,2024-05-27 08:15:46,3
4,6000,0.0,2640,9,6,9,10,6956,6951,6945,96,10,2024-05-27 08:16:46,2
5,6001,0.0,2133,9,6,9,10,6955,6949,6943,96,10,2024-05-27 08:17:46,2
5,5999,0.0,1726,9,7,9,10,6953,6947,6942,95,10,2024-05-27 08:18:47,3
13,5999,0.0,2596,9,6,9,10,6954,6949,6943,96,10,2024-05-27 08:19:47,2
4,5992,0.0,2501,9,6,9,10,6954,6948,6942,95,10,2024-05-27 08:20:47,2
14,5997,0.0,2759,9,6,9,10,6955,6949,6943,95,10,2024-05-27 08:21:47,2
12,5998,0.0,1394,10,8,9,10,6956,6950,6944,95,10,2024-05-27 08:22:48,3
14,6003,0.0,2740,9,6,9,10,6955,6949,6943,95,10,2024-05-27 08:23:48,2
13,6003,0.0,2719,9,6,9,10,6952,6947,6941,95,10,2024-05-27 08:24:48,2
5,5998,0.0,2550,9,6,9,10,6957,6951,6946,95,10,2024-05-27 08:25:49,2
15,6005,0.0,1721,10,7,9,10,6954,6948,6942,95,10,2024-05-27 08:26:49,3
12,6004,0.0,2531,9,6,9,10,6953,6947,6942,95,10,2024-05-27 08:27:50,2
15,5999,0.0,613,10,8,9,10,6958,6952,6946,95,10,2024-05-27 08:28:50,3
12,6004,0.0,1225,11,8,10,11,6955,6949,6943,96,11,2024-05-27 08:29:51,3
11,6005,0.0,2347,10,7,9,10,6954,6948,6941,95,10,2024-05-27 08:30:51,3
13,6005,0.0,2668,9,6,9,10,6954,6948,6942,95,10,2024-05-27 08:31:51,2
13,5997,0.0,2370,9,7,9,10,6969,6963,6957,95,10,2024-05-27 08:32:51,2
11,6005,0.0,1683,10,7,9,10,6955,6949,6944,96,10,2024-05-27 08:33:52,2
6,6004,0.0,1123,10,8,9,10,6957,6951,6946,95,10,2024-05-27 08:34:52,3
12,6008,0.0,650,13,11,12,13,6953,6947,6941,95,13,2024-05-27 08:35:52,3
13,6005,0.0,2467,9,6,9,10,6956,6950,6944,96,10,2024-05-27 08:36:53,2
8,6007,0.0,2702,9,6,9,10,6956,6950,6943,96,10,2024-05-27 08:37:53,2
10,6007,0.0,2704,9,6,9,10,6953,6948,6942,95,10,2024-05-27 08:38:53,2
11,6007,0.0,2674,9,6,9,10,6955,6949,6943,95,10,2024-05-27 08:39:54,2
4,6001,0.0,2838,9,6,9,10,6957,6952,6947,95,10,2024-05-27 08:40:54,2
10,6005,0.0,2753,9,6,9,10,6957,6951,6946,95,10,2024-05-27 08:41:55,2
6,6008,0.0,2283,9,7,9,10,6956,6951,6945,95,10,2024-05-27 08:42:55,2
4,6008,0.0,2646,9,6,9,10,6955,6950,6944,95,10,2024-05-27 08:43:55,2
13,6005,0.0,2629,9,6,9,10,6958,6951,6945,95,10,2024-05-27 08:44:55,2
3,6008,0.0,2051,9,7,9,10,6956,6950,6944,95,10,2024-05-27 08:45:55,3
10,6008,0.0,2763,9,6,9,10,6957,6951,6946,95,10,2024-05-27 08:46:56,2
10,6014,0.0,2810,9,6,9,10,6955,6949,6943,96,10,2024-05-27 08:47:56,2
13,6009,0.0,1684,10,8,9,10,6956,6950,6944,96,10,2024-05-27 08:48:56,3
11,6012,0.0,2650,9,6,9,10,6935,6929,6923,96,10,2024-05-27 08:49:57,2
6,6008,0.0,2107,10,7,9,10,6958,6952,6945,95,10,2024-05-27 08:50:57,3
15,6006,0.0,2234,9,6,9,10,6959,6953,6946,95,10,2024-05-27 08:51:57,2
6,6005,0.0,1891,10,7,9,11,6959,6953,6946,95,11,2024-05-27 08:52:57,3
14,6010,0.0,2464,9,6,9,10,6958,6952,6945,96,10,2024-05-27 08:53:58,2
16,6005,0.0,671,11,9,10,11,6956,6950,6943,95,11,2024-05-27 08:54:58,3
13,6009,0.0,2636,9,6,9,10,6958,6952,6945,95,10,2024-05-27 08:55:58,2
7,6012,0.0,2705,9,6,9,10,6956,6950,6944,96,10,2024-05-27 08:56:58,2
14,6008,0.0,2244,9,7,9,10,6958,6952,6946,95,10,2024-05-27 08:57:58,2
11,6008,0.0,2217,10,7,9,10,6957,6951,6944,95,10,2024-05-27 08:58:58,2
5,6008,0.0,2724,9,6,9,10,6956,6951,6945,95,10,2024-05-27 09:00:59,2
8,6009,0.0,2796,9,6,9,10,6956,6950,6944,95,10,2024-05-27 09:02:00,2
3,6007,0.0,1509,10,9,10,11,6955,6949,6944,95,10,2024-05-27 09:03:00,3
5,6012,0.0,1713,11,9,10,11,6955,6949,6944,96,11,2024-05-27 09:04:00,3
6,6008,0.0,2424,9,6,9,10,6955,6949,6944,96,10,2024-05-27 09:05:01,2
9,5997,0.0,2183,9,6,9,10,6952,6946,6940,95,10,2024-05-27 09:06:01,2
8,6003,0.0,1030,10,10,11,12,6955,6949,6943,95,11,2024-05-27 09:07:02,3
4,6008,0.0,2279,10,7,9,10,6953,6948,6942,95,10,2024-05-27 09:08:02,3
10,6007,0.0,2139,9,7,9,10,6949,6943,6937,95,10,2024-05-27 09:09:02,3
9,6007,0.0,2532,9,6,9,10,6947,6942,6936,95,10,2024-05-27 09:10:03,2
6,6007,0.0,2328,10,6,9,10,6948,6942,6936,95,10,2024-05-27 09:11:04,2
6,6006,0.0,1721,10,7,9,10,6947,6941,6936,95,10,2024-05-27 09:12:05,3
5,6008,0.0,2376,9,6,9,10,6946,6940,6934,95,10,2024-05-27 09:13:05,2
8,6008,0.0,2231,10,7,9,11,6948,6943,6937,95,10,2024-05-27 09:14:06,3
14,6002,0.0,1655,10,8,10,11,6949,6943,6937,95,10,2024-05-27 09:15:06,3
15,6007,0.0,2228,9,7,9,10,6947,6940,6934,95,10,2024-05-27 09:16:07,2
11,5998,0.0,2322,9,6,9,10,6949,6943,6937,95,10,2024-05-27 09:17:07,2
15,6003,0.0,2339,9,7,9,10,6949,6942,6935,95,10,2024-05-27 09:18:08,2
13,6003,0.0,2412,9,6,9,10,6948,6942,6935,95,10,2024-05-27 09:19:09,2
9,5996,0.0,1734,10,8,9,11,6948,6942,6936,95,10,2024-05-27 09:20:09,3
5,6008,0.0,1814,10,7,9,10,6949,6943,6936,95,10,2024-05-27 09:21:09,3
10,6008,0.0,1304,11,11,12,12,6948,6942,6936,95,12,2024-05-27 09:22:10,3
7,5999,0.0,1232,11,10,12,13,6946,6940,6934,95,12,2024-05-27 09:23:10,3
15,5998,0.0,2043,10,7,9,10,6947,6941,6934,95,10,2024-05-27 09:24:11,2
16,6003,0.0,2458,9,6,9,10,6948,6941,6934,95,10,2024-05-27 09:25:11,2
13,6005,0.0,2454,9,6,9,10,6950,6943,6937,95,10,2024-05-27 09:26:12,2
5,6000,0.0,2300,9,7,9,10,6950,6944,6938,95,10,2024-05-27 09:27:12,2
7,6011,0.0,10,28,30,30,31,6955,6949,6943,97,29,2024-05-27 09:28:13,6
7,6014,0.0,2358,9,6,9,10,6972,6965,6959,96,10,2024-05-27 09:29:13,2
14,6012,0.0,2675,9,6,9,10,6972,6966,6960,96,10,2024-05-27 09:30:13,2
12,6011,0.0,2672,9,6,9,10,6975,6969,6963,96,10,2024-05-27 09:31:13,2
11,6010,0.0,2546,9,6,9,10,6973,6967,6961,96,10,2024-05-27 09:32:13,2
4,6011,0.0,2049,9,7,9,10,6972,6966,6961,96,10,2024-05-27 09:33:13,2
14,6011,0.0,2582,9,6,9,10,6973,6967,6961,95,10,2024-05-27 09:34:14,2
12,6012,0.0,2043,10,7,9,10,6972,6966,6960,96,10,2024-05-27 09:35:14,2
6,6012,0.0,2437,9,6,8,10,6971,6965,6960,95,9,2024-05-27 09:36:14,2
5,6011,0.0,2080,10,7,9,10,6972,6965,6959,96,10,2024-05-27 09:37:14,2
9,6010,0.0,2619,9,6,9,10,6973,6967,6960,96,10,2024-05-27 09:38:15,2
12,6011,0.0,2262,9,6,9,10,6973,6966,6960,95,10,2024-05-27 09:39:15,2
14,6012,0.0,2657,9,6,9,10,6971,6965,6959,96,10,2024-05-27 09:40:15,2
6,6011,0.0,2578,9,6,9,10,6972,6966,6960,96,10,2024-05-27 09:41:15,2
14,6011,0.0,1413,10,10,11,12,6970,6964,6958,96,10,2024-05-27 09:42:15,3
11,6009,0.0,1620,10,7,9,10,6971,6965,6959,96,10,2024-05-27 09:43:15,2
15,6010,0.0,1415,10,8,10,11,6972,6966,6960,96,10,2024-05-27 09:44:16,3
15,6009,0.0,2702,9,6,9,10,6973,6967,6961,96,10,2024-05-27 09:45:16,2
15,6009,0.0,2245,9,7,9,10,6971,6964,6958,95,10,2024-05-27 09:46:16,2
5,6009,0.0,2622,9,6,9,10,6970,6964,6958,96,10,2024-05-27 09:47:16,2
14,6008,0.0,2791,9,6,9,10,6972,6966,6960,96,10,2024-05-27 09:48:17,2
12,6010,0.0,2791,9,6,9,10,6970,6965,6959,96,10,2024-05-27 09:49:17,2
8,6011,0.0,2681,9,6,9,10,6970,6964,6958,95,10,2024-05-27 09:50:17,2
10,6012,0.0,2728,9,6,9,10,6972,6966,6961,95,10,2024-05-27 09:51:17,2
15,6012,0.0,2552,9,6,9,10,6972,6966,6959,96,10,2024-05-27 09:52:17,2
5,6011,0.0,2881,9,6,9,10,6972,6966,6960,96,10,2024-05-27 09:53:18,2
12,6011,0.0,2675,9,6,9,10,6973,6966,6960,96,10,2024-05-27 09:54:18,2
7,6011,0.0,2604,9,6,9,10,6971,6965,6959,95,10,2024-05-27 09:55:18,2
11,6011,0.0,2636,9,6,9,10,6972,6966,6960,95,10,2024-05-27 09:56:19,2
15,6011,0.0,2612,9,6,9,10,6973,6967,6960,96,10,2024-05-27 09:57:19,2
6,6012,0.0,2522,9,6,9,10,6972,6966,6960,96,10,2024-05-27 09:58:19,2
13,6009,0.0,2690,9,6,8,10,6970,6964,6958,95,9,2024-05-27 10:00:20,2
3,6010,0.0,2750,9,6,9,10,6972,6967,6961,96,10,2024-05-27 10:01:20,2
3,6009,0.0,1989,10,7,9,10,6971,6966,6960,95,10,2024-05-27 10:02:20,2
13,6009,0.0,2531,9,6,9,10,6972,6965,6959,95,10,2024-05-27 10:03:20,2
6,6008,0.0,1476,10,8,10,11,6972,6967,6962,96,11,2024-05-27 10:04:21,3
15,6007,0.0,2598,9,6,9,10,6971,6964,6958,95,10,2024-05-27 10:05:21,2
10,6009,0.0,2563,9,6,9,10,6971,6965,6960,96,10,2024-05-27 10:06:22,2
12,6010,0.0,1830,10,7,9,10,6971,6965,6959,95,10,2024-05-27 10:07:22,3
13,6011,0.0,2662,9,6,9,10,6971,6965,6959,96,10,2024-05-27 10:08:22,2
14,6005,0.0,2562,9,6,9,10,6944,6938,6932,96,10,2024-05-27 10:09:22,2
10,5988,0.0,2850,9,6,9,10,6953,6948,6942,96,10,2024-05-27 10:10:23,2
10,5987,0.0,2478,9,6,9,10,6971,6965,6959,95,10,2024-05-27 10:11:23,2
10,5993,0.0,1949,11,10,12,13,6968,6962,6956,96,11,2024-05-27 10:12:23,3
13,5993,0.0,2615,9,6,9,10,6969,6962,6956,95,10,2024-05-27 10:13:23,2
13,5991,0.0,2531,9,6,9,10,6969,6963,6957,96,10,2024-05-27 10:14:23,2
8,5992,0.0,2627,9,6,9,10,6969,6963,6957,95,10,2024-05-27 10:15:24,2
7,5991,0.0,1972,10,7,9,10,6967,6962,6956,96,10,2024-05-27 10:16:24,2
9,5992,0.0,1213,10,10,11,12,6969,6963,6957,96,11,2024-05-27 10:17:24,3
13,5993,0.0,2474,9,6,9,10,6968,6962,6956,95,10,2024-05-27 10:18:24,2
14,5994,0.0,2482,10,6,9,10,6970,6964,6958,96,10,2024-05-27 10:19:25,2
12,5994,0.0,2247,9,6,9,10,6969,6964,6958,96,10,2024-05-27 10:20:25,2
4,5997,0.0,2895,9,6,9,10,6966,6960,6955,95,10,2024-05-27 10:21:25,2
4,5998,0.0,2827,9,6,9,10,6966,6961,6956,96,9,2024-05-27 10:22:26,2
8,5997,0.0,2638,9,6,9,10,6967,6962,6956,96,10,2024-05-27 10:23:26,2
5,5996,0.0,2605,9,6,9,10,6968,6962,6956,96,10,2024-05-27 10:24:26,2
10,5998,0.0,2446,9,6,9,10,6969,6963,6957,95,10,2024-05-27 10:25:26,2
13,5998,0.0,2779,9,6,9,10,6969,6963,6957,96,10,2024-05-27 10:26:26,2
10,5996,0.0,2586,9,6,9,10,6966,6960,6954,96,10,2024-05-27 10:27:26,2
12,5996,0.0,2571,9,6,9,10,6970,6963,6957,95,10,2024-05-27 10:28:27,2
8,5997,0.0,2622,9,6,9,10,6967,6961,6955,95,9,2024-05-27 10:29:27,2
7,5991,0.0,2713,9,6,9,10,6969,6964,6958,95,10,2024-05-27 10:30:27,2
11,5995,0.0,1306,10,9,10,11,6969,6963,6957,95,10,2024-05-27 10:31:28,3
10,5995,0.0,2315,9,6,9,10,6968,6962,6957,95,10,2024-05-27 10:32:28,2
13,5996,0.0,2611,9,6,9,10,6969,6963,6957,96,10,2024-05-27 10:33:28,2
11,5996,0.0,2233,10,7,9,10,6969,6963,6957,96,10,2024-05-27 10:34:28,2
14,6001,0.0,2544,9,6,8,10,6968,6962,6956,95,9,2024-05-27 10:35:29,2
14,6000,0.0,2359,10,7,9,10,6969,6963,6957,96,10,2024-05-27 10:36:29,2
13,6000,0.0,2760,9,6,9,10,6969,6963,6957,95,10,2024-05-27 10:37:29,2
6,5998,0.0,2669,9,6,9,10,6969,6963,6957,95,10,2024-05-27 10:38:29,2
6,5999,0.0,2586,9,6,9,10,6969,6963,6957,95,10,2024-05-27 10:39:29,2
13,5999,0.0,2162,10,7,9,10,6968,6962,6956,96,10,2024-05-27 10:40:29,2
13,6000,0.0,2630,9,6,9,10,6968,6963,6957,96,10,2024-05-27 10:41:30,2
9,6000,0.0,1580,9,7,9,10,6969,6963,6958,95,10,2024-05-27 10:42:30,2
6,6002,0.0,2781,9,6,9,10,6967,6962,6957,95,10,2024-05-27 10:43:30,2
5,6000,0.0,2403,9,7,9,10,6967,6962,6956,96,10,2024-05-27 10:44:30,2
13,6002,0.0,2703,9,6,9,10,6970,6965,6959,96,10,2024-05-27 10:45:31,2
8,6001,0.0,2706,9,6,9,10,6971,6965,6960,96,10,2024-05-27 10:46:31,2
4,5999,0.0,2555,9,6,9,10,6970,6964,6959,95,10,2024-05-27 10:47:31,2
13,5999,0.0,2394,9,7,9,10,6968,6963,6958,96,10,2024-05-27 10:48:32,2
4,5998,0.0,2622,9,6,9,10,6967,6962,6957,96,10,2024-05-27 10:49:32,2
8,6000,0.0,2612,9,6,9,10,6967,6961,6956,95,10,2024-05-27 10:50:32,2
11,5995,0.0,2309,10,7,9,10,6967,6962,6957,96,10,2024-05-27 10:51:32,2
15,5999,0.0,2585,9,6,9,10,6969,6963,6957,95,9,2024-05-27 10:52:32,2
12,6000,0.0,2513,9,6,9,10,6969,6964,6959,96,10,2024-05-27 10:53:33,2
6,6000,0.0,2549,9,6,9,10,6968,6962,6957,95,10,2024-05-27 10:54:33,2
13,6000,0.0,2286,10,7,9,11,6968,6963,6957,96,10,2024-05-27 10:55:33,2
11,5999,0.0,845,12,10,11,12,6969,6963,6957,96,12,2024-05-27 10:56:33,3
3,5999,0.0,2660,9,6,9,10,6966,6961,6955,95,10,2024-05-27 10:57:33,2
9,6000,0.0,1774,9,7,9,10,6968,6963,6958,95,10,2024-05-27 10:58:34,3
4,5999,0.0,2659,9,6,9,10,6967,6962,6957,95,10,2024-05-27 11:00:34,2
10,5996,0.0,2587,9,6,9,10,6973,6968,6962,96,9,2024-05-27 11:01:35,2
8,5998,0.0,2026,10,7,9,11,6967,6962,6957,96,10,2024-05-27 11:02:35,2
5,5999,0.0,2634,9,6,9,10,6969,6963,6957,96,10,2024-05-27 11:03:35,2
11,5998,0.0,2762,9,6,9,10,6967,6962,6957,96,10,2024-05-27 11:04:35,2
8,5999,0.0,2252,10,7,9,10,6968,6963,6957,96,10,2024-05-27 11:05:35,2
5,6000,0.0,2679,9,6,9,10,6969,6963,6957,95,10,2024-05-27 11:06:36,2
7,6002,0.0,2373,9,6,9,10,6968,6962,6957,96,10,2024-05-27 11:07:36,2
5,6000,0.0,2737,9,6,9,10,6969,6963,6957,95,10,2024-05-27 11:08:36,2
9,6003,0.0,2631,9,6,9,10,6968,6963,6957,96,10,2024-05-27 11:09:36,2
10,6002,0.0,2686,9,6,9,10,6967,6961,6955,96,10,2024-05-27 11:10:36,2
12,6001,0.0,2461,10,7,9,11,6970,6964,6958,96,10,2024-05-27 11:11:36,2
8,6001,0.0,2705,9,6,9,10,6969,6963,6957,96,10,2024-05-27 11:12:36,2
14,6001,0.0,2295,9,7,9,10,6968,6962,6956,95,9,2024-05-27 11:13:36,2
15,5999,0.0,2396,10,7,9,10,6976,6970,6963,96,10,2024-05-27 11:14:37,2
12,5996,0.0,2445,9,6,9,10,6974,6968,6962,95,10,2024-05-27 11:15:37,2
15,5997,0.0,735,16,17,18,19,6974,6968,6962,96,17,2024-05-27 11:16:37,4
5,5996,0.0,2355,9,6,9,10,6974,6968,6962,95,10,2024-05-27 11:17:37,3
10,5996,0.0,2129,10,7,9,10,6975,6969,6963,96,10,2024-05-27 11:18:37,2
14,5996,0.0,2234,10,6,9,10,6974,6968,6962,95,10,2024-05-27 11:19:38,2
12,5996,0.0,1039,10,9,10,11,6971,6966,6960,95,11,2024-05-27 11:20:38,3
13,6001,0.0,2682,9,6,9,10,6971,6965,6960,96,10,2024-05-27 11:21:38,2
10,6001,0.0,2437,10,6,9,10,6972,6966,6960,95,10,2024-05-27 11:22:39,2
12,6008,0.0,2705,9,6,9,10,6972,6966,6960,96,10,2024-05-27 11:23:39,2
14,6004,0.0,1286,11,8,10,11,6971,6965,6959,96,11,2024-05-27 11:24:39,3
4,6004,0.0,2568,9,6,9,10,6971,6966,6960,96,10,2024-05-27 11:25:39,2
14,6004,0.0,2239,9,7,9,10,6971,6965,6959,95,10,2024-05-27 11:26:40,2
3,5999,0.0,1428,10,9,10,11,6970,6964,6959,95,10,2024-05-27 11:27:40,3
6,5998,0.0,2180,10,7,10,11,6968,6963,6958,96,10,2024-05-27 11:28:41,3
4,5998,0.0,2700,9,6,9,10,6969,6964,6959,95,10,2024-05-27 11:29:41,2
12,6001,0.0,2704,9,6,9,10,6970,6965,6960,95,9,2024-05-27 11:30:41,2
14,6000,0.0,2645,9,6,9,10,6972,6966,6959,95,10,2024-05-27 11:31:41,2
11,6000,0.0,2247,10,7,9,10,6971,6964,6957,95,10,2024-05-27 11:32:41,2
8,6001,0.0,2670,9,6,9,10,6970,6964,6958,96,10,2024-05-27 11:33:41,2
4,6001,0.0,2715,9,6,9,10,6972,6966,6961,95,10,2024-05-27 11:34:42,2
12,6004,0.0,2720,9,6,9,10,6972,6966,6960,95,10,2024-05-27 11:35:42,2
14,6003,0.0,1905,9,7,9,10,6972,6965,6959,95,10,2024-05-27 11:36:43,2
15,6002,0.0,2594,9,6,9,10,6971,6965,6958,95,9,2024-05-27 11:37:43,2
13,6001,0.0,2722,9,6,9,10,6972,6965,6958,96,10,2024-05-27 11:38:43,2
7,5999,0.0,2691,9,6,9,10,6971,6964,6958,96,10,2024-05-27 11:39:43,2
15,6000,0.0,2409,10,7,9,10,6971,6964,6958,96,10,2024-05-27 11:40:43,2
5,5997,0.0,882,11,10,11,12,6973,6967,6960,96,11,2024-05-27 11:41:43,3
16,5999,0.0,2463,9,6,9,10,6973,6966,6960,95,10,2024-05-27 11:42:44,2
14,5998,0.0,2333,10,7,9,10,6972,6966,6959,96,10,2024-05-27 11:43:44,2
7,5999,0.0,2386,10,6,9,10,6970,6964,6958,95,10,2024-05-27 11:44:44,2
15,6002,0.0,2330,9,6,9,10,6972,6965,6958,95,10,2024-05-27 11:45:45,2
5,6001,0.0,2668,9,6,9,10,6973,6966,6960,95,10,2024-05-27 11:46:45,2
16,6001,0.0,2423,10,7,9,10,6971,6963,6956,96,10,2024-05-27 11:47:45,2
10,5999,0.0,2867,9,6,8,10,6971,6965,6958,95,9,2024-05-27 11:48:45,2
17,5999,0.0,2605,9,6,9,10,6971,6964,6956,95,10,2024-05-27 11:49:46,2
5,5999,0.0,2214,10,7,9,11,6971,6964,6957,96,10,2024-05-27 11:50:46,2
10,5999,0.0,2620,9,6,9,10,6972,6965,6958,95,9,2024-05-27 11:51:46,2
15,5999,0.0,2787,9,6,9,10,6971,6964,6958,95,10,2024-05-27 11:52:47,2
10,6000,0.0,2633,9,6,9,10,6970,6963,6956,96,10,2024-05-27 11:53:47,2
9,6000,0.0,2581,9,6,9,10,6972,6966,6960,95,10,2024-05-27 11:54:47,2
6,6000,0.0,2132,10,7,9,10,6970,6963,6957,96,10,2024-05-27 11:55:47,2
10,6000,0.0,2749,9,6,9,10,6972,6965,6958,96,10,2024-05-27 11:56:47,2
8,6002,0.0,2663,9,6,9,10,6972,6965,6958,95,10,2024-05-27 11:57:47,2
16,6001,0.0,2747,9,6,9,10,6972,6966,6960,95,10,2024-05-27 11:58:47,2
7,5996,0.0,2864,9,6,9,10,6974,6968,6962,95,9,2024-05-27 12:00:48,2
8,6002,0.0,2643,9,6,9,10,6972,6966,6960,95,10,2024-05-27 12:01:48,2
4,6001,0.0,2231,10,7,9,10,6970,6965,6959,96,10,2024-05-27 12:02:49,2
13,6002,0.0,2703,9,6,9,10,6970,6964,6958,96,10,2024-05-27 12:03:49,2
5,6001,0.0,2693,9,6,9,10,6970,6964,6959,95,10,2024-05-27 12:04:49,2
5,6002,0.0,2640,9,6,9,10,6970,6964,6958,95,10,2024-05-27 12:05:49,2
13,6006,0.0,2470,10,7,9,10,6971,6965,6960,96,10,2024-05-27 12:06:50,2
5,6004,0.0,1946,10,7,9,10,6970,6964,6957,96,10,2024-05-27 12:07:50,2
13,6006,0.0,2683,9,6,9,10,6973,6967,6960,96,10,2024-05-27 12:08:50,2
5,6005,0.0,2689,9,6,9,10,6972,6965,6959,95,10,2024-05-27 12:09:51,2
8,6005,0.0,2610,9,6,9,10,6973,6966,6959,95,10,2024-05-27 12:10:51,2
14,6005,0.0,2858,9,6,9,10,6972,6966,6959,95,10,2024-05-27 12:11:51,2
5,6004,0.0,2703,9,6,9,10,6970,6965,6959,95,10,2024-05-27 12:12:51,2
5,6005,0.0,2359,9,7,9,10,6972,6966,6960,95,10,2024-05-27 12:13:51,2
7,6005,0.0,2522,10,6,9,10,6971,6965,6958,96,10,2024-05-27 12:14:52,2
9,6005,0.0,1796,9,7,9,10,6971,6965,6959,95,10,2024-05-27 12:15:52,2
14,6005,0.0,2671,9,6,9,10,6971,6965,6959,96,10,2024-05-27 12:16:52,2
15,6005,0.0,2693,9,6,9,10,6972,6965,6959,95,10,2024-05-27 12:17:52,2
5,6003,0.0,2815,9,6,9,10,6971,6966,6960,95,10,2024-05-27 12:18:52,2
13,6004,0.0,2784,9,6,9,10,6972,6965,6959,95,10,2024-05-27 12:19:52,2
15,6002,0.0,2748,9,6,9,10,6970,6963,6957,96,10,2024-05-27 12:20:53,2
9,6001,0.0,2756,9,6,9,10,6970,6964,6959,95,9,2024-05-27 12:21:53,2
6,6001,0.0,2686,9,6,9,10,6973,6967,6960,95,10,2024-05-27 12:22:53,2
4,6000,0.0,2572,10,6,9,10,6971,6965,6959,96,10,2024-05-27 12:23:53,2
8,6000,0.0,2797,9,6,9,10,6972,6965,6958,95,10,2024-05-27 12:24:53,2
16,5999,0.0,1337,10,9,10,11,6971,6964,6957,95,11,2024-05-27 12:25:53,3
5,5999,0.0,2587,9,6,8,10,6972,6966,6960,95,10,2024-05-27 12:26:53,2
16,6000,0.0,2720,9,6,9,10,6970,6963,6956,96,10,2024-05-27 12:27:53,2
15,6000,0.0,2503,9,6,9,10,6971,6965,6959,95,10,2024-05-27 12:28:54,2
13,6000,0.0,2210,9,7,9,10,6972,6966,6959,95,10,2024-05-27 12:29:54,2
5,6002,0.0,2671,9,6,9,10,6971,6965,6959,96,10,2024-05-27 12:30:54,2
10,6002,0.0,2148,10,7,9,10,6972,6965,6958,96,10,2024-05-27 12:31:54,2
8,6001,0.0,2289,10,7,9,11,6971,6965,6959,96,10,2024-05-27 12:32:54,3
15,6001,0.0,2664,9,6,9,10,6970,6964,6958,95,10,2024-05-27 12:33:55,2
10,6001,0.0,2563,9,6,9,10,6970,6964,6959,96,10,2024-05-27 12:34:55,2
10,6000,0.0,1801,10,8,10,11,6971,6965,6959,96,11,2024-05-27 12:35:55,3
14,6001,0.0,2560,9,6,9,10,6972,6965,6959,95,10,2024-05-27 12:36:55,2
9,6002,0.0,2799,9,6,9,10,6970,6965,6959,95,10,2024-05-27 12:37:55,2
12,5997,0.0,2849,9,6,9,10,6969,6962,6956,96,10,2024-05-27 12:38:56,2
7,6001,0.0,2650,9,6,9,10,6970,6964,6959,96,10,2024-05-27 12:39:56,2
15,6000,0.0,2549,9,6,9,10,6971,6965,6958,96,10,2024-05-27 12:40:56,2
10,6001,0.0,2806,9,6,9,10,6972,6966,6960,95,10,2024-05-27 12:41:56,2
8,6002,0.0,2345,10,7,9,11,6971,6964,6958,96,10,2024-05-27 12:42:56,2
