csvTime,P3_32,P3_15
2024-05-27 00:29:56,1072,31.2
2024-05-27 00:30:56,1067,33.4
2024-05-27 00:31:56,1076,45.2
2024-05-27 00:32:57,1077,35.5
2024-05-27 00:33:56,1075,37.3
2024-05-27 00:34:56,1081,35.7
2024-05-27 00:35:56,1067,35.5
2024-05-27 00:36:56,1080,35.4
2024-05-27 00:37:56,1081,35.7
2024-05-27 00:38:56,1083,35.3
2024-05-27 00:39:56,1081,39.4
2024-05-27 00:40:56,1085,35.4
2024-05-27 00:41:57,1087,37.5
2024-05-27 00:42:57,1105,42.2
2024-05-27 00:43:56,1108,50.0
2024-05-27 00:44:56,1095,41.5
2024-05-27 00:45:56,1098,46.4
2024-05-27 00:46:57,1103,47.9
2024-05-27 00:47:57,1097,44.7
2024-05-27 00:48:56,1098,43.2
2024-05-27 00:49:57,1100,45.3
2024-05-27 00:50:57,1101,45.3
2024-05-27 00:51:56,1104,39.4
2024-05-27 00:52:57,1101,43.3
2024-05-27 00:53:56,1109,43.4
2024-05-27 00:54:56,1109,49.3
2024-05-27 00:55:56,1105,41.4
2024-05-27 00:56:56,1104,49.4
2024-05-27 00:57:57,1101,41.4
2024-05-27 00:58:56,1100,41.3
2024-05-27 00:59:56,1104,43.3
2024-05-27 01:00:57,1102,43.3
2024-05-27 01:01:56,1102,40.1
2024-05-27 01:02:57,1100,43.4
2024-05-27 01:03:57,1101,43.7
2024-05-27 01:04:57,1097,40.5
2024-05-27 01:05:56,1094,39.1
2024-05-27 01:06:57,1090,43.3
2024-05-27 01:07:56,1097,41.0
2024-05-27 01:08:57,1098,41.3
2024-05-27 01:09:57,1100,47.2
2024-05-27 01:10:56,1108,31.2
2024-05-27 01:11:57,1100,41.5
2024-05-27 01:12:56,1103,42.4
2024-05-27 01:13:56,1098,42.4
2024-05-27 01:14:56,1096,41.3
2024-05-27 01:15:56,1095,44.6
2024-05-27 01:16:56,1093,47.5
2024-05-27 01:17:57,1105,45.1
2024-05-27 01:18:56,1099,39.2
2024-05-27 01:19:56,1101,43.3
2024-05-27 01:20:56,1100,43.4
2024-05-27 01:21:57,1099,41.4
2024-05-27 01:22:56,1103,43.3
2024-05-27 01:23:56,1101,45.5
2024-05-27 01:24:56,1102,43.3
2024-05-27 01:25:56,1104,41.8
2024-05-27 01:26:56,1104,41.9
2024-05-27 01:27:56,1105,43.9
2024-05-27 01:28:56,1101,42.8
2024-05-27 01:29:56,1097,43.3
2024-05-27 01:30:56,1105,47.4
2024-05-27 01:31:57,1104,45.3
2024-05-27 01:32:56,1097,43.7
2024-05-27 01:33:57,1095,41.1
2024-05-27 01:34:56,1110,47.2
2024-05-27 01:35:57,1105,47.4
2024-05-27 01:36:57,1104,41.3
2024-05-27 01:37:56,1104,41.4
2024-05-27 01:38:57,1103,45.3
2024-05-27 01:39:56,1099,43.6
2024-05-27 01:40:57,1102,42.5
2024-05-27 01:41:57,1104,41.3
2024-05-27 01:42:56,1100,41.3
2024-05-27 01:43:57,1096,45.3
2024-05-27 01:44:57,1097,39.4
2024-05-27 01:45:56,1098,39.5
2024-05-27 01:46:56,1092,43.6
2024-05-27 01:47:57,1099,43.3
2024-05-27 01:48:57,1104,42.3
2024-05-27 01:49:56,1108,39.9
2024-05-27 01:50:57,1099,41.1
2024-05-27 01:51:57,1094,42.2
2024-05-27 01:52:56,1103,42.5
2024-05-27 01:53:57,1105,43.3
2024-05-27 01:54:57,1110,43.4
2024-05-27 01:55:56,1093,42.0
2024-05-27 01:56:56,1103,50.6
2024-05-27 01:57:57,1096,43.1
2024-05-27 01:58:56,1101,45.7
2024-05-27 01:59:57,1107,45.3
2024-05-27 02:00:56,1100,37.6
2024-05-27 02:01:56,1102,43.4
2024-05-27 02:02:56,1103,46.4
2024-05-27 02:03:56,1104,47.4
2024-05-27 02:04:56,1102,41.3
2024-05-27 02:05:57,1101,45.1
2024-05-27 02:06:57,1099,43.3
2024-05-27 02:07:56,1099,45.1
2024-05-27 02:08:56,1098,43.6
2024-05-27 02:09:56,1096,45.5
2024-05-27 02:10:56,1103,44.5
2024-05-27 02:11:57,1094,43.4
2024-05-27 02:12:57,1112,51.4
2024-05-27 02:13:57,1094,42.2
2024-05-27 02:14:57,1098,44.6
2024-05-27 02:15:56,1100,41.4
2024-05-27 02:16:57,1095,50.9
2024-05-27 02:17:56,1088,33.9
2024-05-27 02:18:56,1092,43.3
2024-05-27 02:19:57,1103,47.4
2024-05-27 02:20:56,1097,45.2
2024-05-27 02:21:56,1101,41.7
2024-05-27 02:22:57,1103,39.6
2024-05-27 02:23:56,1099,40.1
2024-05-27 02:24:57,1099,43.6
2024-05-27 02:25:57,1106,39.4
2024-05-27 02:26:56,1094,37.3
2024-05-27 02:27:57,1102,45.1
2024-05-27 02:28:56,1096,47.6
2024-05-27 02:29:56,1100,41.5
2024-05-27 02:30:56,1102,41.4
2024-05-27 02:31:56,1092,43.2
2024-05-27 02:32:57,1096,37.5
2024-05-27 02:33:56,1103,43.2
2024-05-27 02:34:56,1096,45.3
2024-05-27 02:35:56,1101,45.2
2024-05-27 02:36:57,1098,43.6
2024-05-27 02:37:56,1102,47.6
2024-05-27 02:38:57,1099,42.3
2024-05-27 02:39:56,1098,41.8
2024-05-27 02:40:57,1099,39.5
2024-05-27 02:41:57,1105,43.2
2024-05-27 02:42:56,1105,45.2
2024-05-27 02:43:56,1102,42.7
2024-05-27 02:44:56,1099,41.3
2024-05-27 02:45:57,1101,45.2
2024-05-27 02:46:56,1104,47.4
2024-05-27 02:47:57,1092,37.6
2024-05-27 02:48:57,1098,45.2
2024-05-27 02:49:57,1103,46.9
2024-05-27 02:50:57,1096,43.3
2024-05-27 02:51:57,1110,47.2
2024-05-27 02:52:57,1103,47.4
2024-05-27 02:53:56,1101,45.3
2024-05-27 02:54:57,1097,43.3
2024-05-27 02:55:57,1112,51.3
2024-05-27 02:56:57,1101,43.1
2024-05-27 02:57:57,1096,43.4
2024-05-27 02:58:56,1099,45.2
2024-05-27 02:59:57,1092,45.0
2024-05-27 03:00:57,1102,43.4
2024-05-27 03:01:57,1102,43.3
2024-05-27 03:02:56,1102,44.1
2024-05-27 03:03:56,1101,43.8
2024-05-27 03:04:56,1101,45.5
2024-05-27 03:05:56,1105,48.8
2024-05-27 03:06:56,1108,55.5
2024-05-27 03:07:57,1108,50.7
2024-05-27 03:08:56,1107,52.8
2024-05-27 03:09:56,1109,59.8
2024-05-27 03:10:57,1109,55.5
2024-05-27 03:11:56,1093,41.3
2024-05-27 03:12:56,1081,39.2
2024-05-27 03:13:56,1100,45.3
2024-05-27 03:14:57,1102,43.3
2024-05-27 03:15:57,1100,41.1
2024-05-27 03:16:56,1089,34.9
2024-05-27 03:17:57,1086,43.2
2024-05-27 03:18:57,1092,39.4
2024-05-27 03:19:56,1089,35.3
2024-05-27 03:20:56,1096,47.5
2024-05-27 03:21:57,1095,41.1
2024-05-27 03:22:56,1101,43.7
2024-05-27 03:23:56,1096,39.1
2024-05-27 03:24:57,1101,47.5
2024-05-27 03:25:57,1099,41.1
2024-05-27 03:26:57,1093,41.4
2024-05-27 03:27:57,1094,43.4
2024-05-27 03:28:57,1096,42.2
2024-05-27 03:29:56,1094,43.2
2024-05-27 03:30:56,1089,33.5
2024-05-27 03:31:56,1102,43.4
2024-05-27 03:32:56,1090,24.2
2024-05-27 03:33:56,1092,31.2
2024-05-27 03:34:56,1085,29.4
2024-05-27 03:35:57,1089,31.1
2024-05-27 03:36:56,1087,29.1
2024-05-27 03:37:56,1101,51.6
2024-05-27 03:38:57,1101,51.4
2024-05-27 03:39:57,1095,49.4
2024-05-27 03:40:56,1102,43.7
2024-05-27 03:41:57,1112,47.5
2024-05-27 03:42:56,1100,46.6
2024-05-27 03:43:57,1103,43.2
2024-05-27 03:44:57,1091,39.2
2024-05-27 03:45:57,1096,38.5
2024-05-27 03:46:56,1101,47.5
2024-05-27 03:47:56,1094,43.3
2024-05-27 03:48:57,1093,45.2
2024-05-27 03:49:56,1095,37.5
2024-05-27 03:50:56,1098,45.1
2024-05-27 03:51:57,1095,40.5
2024-05-27 03:52:57,1088,35.3
2024-05-27 03:53:57,1103,39.4
2024-05-27 03:54:57,1095,45.3
2024-05-27 03:55:57,1099,39.5
2024-05-27 03:56:56,1088,39.0
2024-05-27 03:57:57,1102,47.4
2024-05-27 03:58:57,1098,39.6
2024-05-27 03:59:56,1099,43.3
2024-05-27 04:00:56,1095,43.6
2024-05-27 04:01:56,1096,47.6
2024-05-27 04:02:56,1103,41.3
2024-05-27 04:03:57,1096,43.4
2024-05-27 04:04:57,1103,47.6
2024-05-27 04:05:57,1102,45.3
2024-05-27 04:06:57,1093,41.3
2024-05-27 04:07:56,1089,46.0
2024-05-27 04:08:56,1098,48.6
2024-05-27 04:09:57,1096,41.8
2024-05-27 04:10:56,1092,39.9
2024-05-27 04:11:57,1081,9.2
2024-05-27 04:12:56,1087,3.0
2024-05-27 04:13:57,1079,5.4
2024-05-27 04:14:56,1078,5.0
2024-05-27 04:15:56,1088,6.3
2024-05-27 04:16:56,1083,2.9
2024-05-27 04:17:56,1082,9.6
2024-05-27 04:18:57,1080,9.7
2024-05-27 04:19:57,1085,6.8
2024-05-27 04:20:56,1091,5.7
2024-05-27 04:21:57,1086,6.1
2024-05-27 04:22:56,1069,5.7
2024-05-27 04:23:57,1078,6.3
2024-05-27 04:24:56,1064,9.2
2024-05-27 04:25:57,1063,7.2
2024-05-27 04:26:56,1072,5.2
2024-05-27 04:27:57,1078,3.1
2024-05-27 04:28:56,1072,6.9
2024-05-27 04:29:57,1076,2.9
2024-05-27 04:30:56,1073,6.3
2024-05-27 04:31:57,1073,3.3
2024-05-27 04:32:57,1074,11.3
2024-05-27 04:33:57,1073,27.2
2024-05-27 04:34:56,1071,29.1
2024-05-27 04:35:57,1080,29.2
2024-05-27 04:36:56,1067,27.2
2024-05-27 04:37:57,1063,27.2
2024-05-27 04:38:57,1068,26.1
2024-05-27 04:39:56,1067,25.3
2024-05-27 04:40:57,1063,27.3
2024-05-27 04:41:56,1071,29.3
2024-05-27 04:42:56,1070,25.3
2024-05-27 04:43:56,1095,39.4
2024-05-27 04:44:57,1089,37.3
2024-05-27 04:45:57,1088,32.0
2024-05-27 04:46:57,1090,37.5
2024-05-27 04:47:57,1084,33.5
2024-05-27 04:48:56,1081,36.6
2024-05-27 04:49:57,1084,41.4
2024-05-27 04:50:56,1078,31.2
2024-05-27 04:51:56,1081,33.6
2024-05-27 04:52:56,1120,75.2
2024-05-27 04:53:56,1112,75.5
2024-05-27 04:54:57,1112,71.4
2024-05-27 04:55:57,1114,67.3
2024-05-27 04:56:57,1097,75.5
2024-05-27 04:57:57,1096,65.6
2024-05-27 04:58:56,1100,69.1
2024-05-27 04:59:57,1102,71.3
2024-05-27 05:00:56,1106,69.4
2024-05-27 05:01:57,1102,67.6
2024-05-27 05:02:56,1102,70.6
2024-05-27 05:03:57,1098,77.4
2024-05-27 05:04:57,1106,73.6
2024-05-27 05:05:56,1110,69.5
2024-05-27 05:06:56,1119,70.5
2024-05-27 05:07:57,1109,69.4
2024-05-27 05:08:56,1067,11.0
2024-05-27 05:09:57,1070,11.0
2024-05-27 05:10:56,1083,15.3
2024-05-27 05:11:56,1073,13.4
2024-05-27 05:12:57,1069,13.4
2024-05-27 05:13:56,1077,14.2
2024-05-27 05:14:57,1076,9.1
2024-05-27 05:15:56,1070,11.5
2024-05-27 05:16:57,1123,97.9
2024-05-27 05:17:57,1132,104.2
2024-05-27 05:18:56,1115,81.4
2024-05-27 05:19:57,1127,81.7
2024-05-27 05:20:57,1112,87.7
2024-05-27 05:21:57,1126,87.4
2024-05-27 05:22:56,1120,87.3
2024-05-27 05:23:56,1119,86.0
2024-05-27 05:24:56,1122,84.2
2024-05-27 05:25:56,1083,19.7
2024-05-27 05:26:56,1075,23.2
2024-05-27 05:27:56,1076,21.4
2024-05-27 05:28:57,1071,19.3
2024-05-27 05:29:57,1085,22.1
2024-05-27 05:30:57,1072,21.3
2024-05-27 05:31:56,1075,22.7
2024-05-27 05:32:56,1068,21.3
2024-05-27 05:33:56,1075,26.6
2024-05-27 05:34:56,1072,22.5
2024-05-27 05:35:57,1079,22.8
2024-05-27 05:36:57,1066,24.7
2024-05-27 05:37:56,1068,21.4
2024-05-27 05:38:57,1088,43.3
2024-05-27 05:39:56,1094,43.4
2024-05-27 05:40:56,1097,47.5
2024-05-27 05:41:56,1100,45.3
2024-05-27 05:42:56,1095,45.2
2024-05-27 05:43:57,1088,45.2
2024-05-27 05:44:56,1093,48.3
2024-05-27 05:45:56,1100,48.4
2024-05-27 05:46:57,1095,42.2
2024-05-27 05:47:57,1079,23.3
2024-05-27 05:48:56,1083,23.2
2024-05-27 05:49:57,1080,33.4
2024-05-27 05:50:56,1077,19.0
2024-05-27 05:51:56,1084,24.7
2024-05-27 05:52:56,1079,19.1
2024-05-27 05:53:56,1080,23.5
2024-05-27 05:54:56,1081,25.4
2024-05-27 05:55:56,1079,22.3
2024-05-27 05:56:56,1084,21.9
2024-05-27 05:57:57,1094,28.0
2024-05-27 05:58:56,1080,21.4
2024-05-27 05:59:56,1083,25.3
2024-05-27 06:00:57,1082,25.0
2024-05-27 06:01:57,1080,33.3
2024-05-27 06:02:56,1078,23.3
2024-05-27 06:03:57,1078,17.2
2024-05-27 06:04:56,1080,23.3
2024-05-27 06:05:56,1078,25.3
2024-05-27 06:06:57,1079,23.3
2024-05-27 06:07:56,1076,24.7
2024-05-27 06:08:57,1085,20.4
2024-05-27 06:09:56,1081,25.1
2024-05-27 06:10:56,1083,25.1
2024-05-27 06:11:56,1073,25.3
2024-05-27 06:12:56,1077,24.2
2024-05-27 06:13:56,1083,21.4
2024-05-27 06:14:56,1154,139.9
2024-05-27 06:15:57,1151,131.5
2024-05-27 06:16:56,1158,146.8
2024-05-27 06:17:56,1104,52.8
2024-05-27 06:18:56,1106,52.7
2024-05-27 06:19:57,1107,52.7
2024-05-27 06:20:57,1103,50.6
2024-05-27 06:21:56,1181,171.6
2024-05-27 06:22:57,1189,201.2
2024-05-27 06:23:57,1196,215.2
2024-05-27 06:24:56,1180,199.3
2024-05-27 06:25:57,1091,37.5
2024-05-27 06:26:57,1093,35.3
2024-05-27 06:27:56,1085,19.7
2024-05-27 06:28:56,1084,21.2
2024-05-27 06:29:56,1093,23.3
2024-05-27 06:30:56,1105,43.4
2024-05-27 06:31:57,1105,49.4
2024-05-27 06:32:56,1101,51.3
2024-05-27 06:33:56,1106,51.4
2024-05-27 06:34:56,1098,49.3
2024-05-27 06:35:57,1100,45.3
2024-05-27 06:36:57,1163,133.5
2024-05-27 06:37:57,1153,127.5
2024-05-27 06:38:56,1157,118.6
2024-05-27 06:39:56,1119,118.7
2024-05-27 06:40:56,1063,25.1
2024-05-27 06:41:57,1065,23.1
2024-05-27 06:42:57,1057,25.0
2024-05-27 06:43:56,1047,15.1
2024-05-27 06:44:57,1055,27.3
2024-05-27 06:45:57,1052,23.1
2024-05-27 06:46:56,1055,21.7
2024-05-27 06:47:56,1061,25.9
2024-05-27 06:48:56,1058,23.2
2024-05-27 06:49:56,1055,23.2
2024-05-27 06:50:56,1043,24.7
2024-05-27 06:51:57,1054,23.2
2024-05-27 06:52:57,1036,21.2
2024-05-27 06:53:56,1046,21.4
2024-05-27 06:54:57,1045,19.1
2024-05-27 06:55:56,1044,29.2
2024-05-27 06:56:56,1004,93.7
2024-05-27 06:57:57,1047,93.3
2024-05-27 06:58:57,1011,85.5
2024-05-27 06:59:56,1062,-0.6
2024-05-27 07:00:57,565,93.1
2024-05-27 07:01:56,490,-0.6
2024-05-27 07:02:57,518,41.5
2024-05-27 07:03:57,534,46.2
2024-05-27 07:04:56,526,45.5
2024-05-27 07:05:56,534,141.6
2024-05-27 07:06:56,530,47.2
2024-05-27 07:07:56,530,48.6
2024-05-27 07:08:56,543,57.5
2024-05-27 07:09:57,530,43.3
2024-05-27 07:10:56,542,61.5
2024-05-27 07:11:56,543,51.4
2024-05-27 07:12:56,559,83.0
2024-05-27 07:13:56,530,47.5
2024-05-27 07:14:56,552,49.3
2024-05-27 07:15:57,544,51.4
2024-05-27 07:16:56,548,59.6
2024-05-27 07:17:56,532,51.4
2024-05-27 07:18:56,520,44.2
2024-05-27 07:19:57,563,66.3
2024-05-27 07:20:56,535,57.5
2024-05-27 07:21:57,548,67.6
2024-05-27 07:22:56,540,55.4
2024-05-27 07:23:57,552,74.1
2024-05-27 07:24:56,534,44.1
2024-05-27 07:25:57,561,71.5
2024-05-27 07:26:56,548,63.5
2024-05-27 07:27:57,533,45.3
2024-05-27 07:28:56,543,56.5
2024-05-27 07:29:57,540,57.2
2024-05-27 07:30:57,546,66.6
2024-05-27 07:31:57,547,65.2
2024-05-27 07:32:56,536,57.4
2024-05-27 07:33:57,566,75.5
2024-05-27 07:34:56,547,91.2
2024-05-27 07:35:57,523,43.2
2024-05-27 07:36:57,533,46.7
2024-05-27 07:37:57,541,53.6
2024-05-27 07:38:56,542,71.5
2024-05-27 07:39:56,528,45.2
2024-05-27 07:40:56,541,59.5
2024-05-27 07:41:57,541,49.2
2024-05-27 07:42:56,541,46.0
2024-05-27 07:43:56,538,59.7
2024-05-27 07:44:57,532,47.2
2024-05-27 07:45:57,539,53.5
2024-05-27 07:46:57,526,45.2
2024-05-27 07:47:56,536,56.9
2024-05-27 07:48:57,523,39.6
2024-05-27 07:49:56,544,59.6
2024-05-27 07:50:56,537,53.1
2024-05-27 07:51:56,541,63.6
2024-05-27 07:52:56,544,59.7
2024-05-27 07:53:56,538,47.6
2024-05-27 07:54:56,543,53.4
2024-05-27 07:55:57,542,53.2
2024-05-27 07:56:57,520,27.2
2024-05-27 07:57:56,535,45.5
2024-05-27 07:58:56,564,91.5
2024-05-27 07:59:57,529,55.4
2024-05-27 08:00:56,536,66.3
2024-05-27 08:01:56,563,93.7
2024-05-27 08:02:56,539,73.4
2024-05-27 08:03:56,537,53.4
2024-05-27 08:04:57,554,83.4
2024-05-27 08:05:56,556,87.4
2024-05-27 08:06:56,564,103.6
2024-05-27 08:07:56,525,79.2
2024-05-27 08:08:57,555,88.8
2024-05-27 08:09:56,533,80.6
2024-05-27 08:10:56,534,78.7
2024-05-27 08:11:56,551,87.4
2024-05-27 08:12:57,544,77.6
2024-05-27 08:13:56,535,88.3
2024-05-27 08:14:57,545,65.8
2024-05-27 08:15:57,560,96.5
2024-05-27 08:16:57,546,71.4
2024-05-27 08:17:57,540,73.6
2024-05-27 08:18:57,544,73.6
2024-05-27 08:19:56,549,83.4
2024-05-27 08:20:56,554,87.6
2024-05-27 08:21:57,540,79.2
2024-05-27 08:22:57,545,79.4
2024-05-27 08:23:56,531,61.6
2024-05-27 08:24:56,546,71.3
2024-05-27 08:25:56,506,31.1
2024-05-27 08:26:57,552,75.5
2024-05-27 08:27:56,545,61.4
2024-05-27 08:28:56,536,51.4
2024-05-27 08:29:56,540,55.3
2024-05-27 08:30:56,550,66.7
2024-05-27 08:31:57,538,66.2
2024-05-27 08:32:56,530,46.4
2024-05-27 08:33:57,531,50.8
2024-05-27 08:34:56,543,61.0
2024-05-27 08:35:57,525,45.2
2024-05-27 08:36:57,540,53.0
2024-05-27 08:37:57,546,59.1
2024-05-27 08:38:56,537,53.1
2024-05-27 08:39:57,532,45.5
2024-05-27 08:40:56,528,47.9
2024-05-27 08:41:56,543,57.5
2024-05-27 08:42:56,544,59.6
2024-05-27 08:43:56,539,51.2
2024-05-27 08:44:56,532,45.2
2024-05-27 08:45:56,573,77.4
2024-05-27 08:46:56,535,45.5
2024-05-27 08:47:56,538,57.3
2024-05-27 08:48:56,545,59.6
2024-05-27 08:49:56,547,63.4
2024-05-27 08:50:56,560,75.5
2024-05-27 08:51:57,543,57.7
2024-05-27 08:52:57,543,75.5
2024-05-27 08:53:56,544,59.6
2024-05-27 08:54:57,534,55.6
2024-05-27 08:55:57,549,65.4
2024-05-27 08:56:56,544,63.4
2024-05-27 08:57:57,530,44.3
2024-05-27 08:58:57,549,72.2
2024-05-27 08:59:57,544,64.4
2024-05-27 09:00:56,585,121.4
2024-05-27 09:01:57,544,63.8
2024-05-27 09:02:57,531,60.2
2024-05-27 09:03:56,539,74.3
2024-05-27 09:04:56,552,68.7
2024-05-27 09:05:57,628,218.8
2024-05-27 09:06:56,554,75.3
2024-05-27 09:07:57,543,63.4
2024-05-27 09:08:57,541,69.2
2024-05-27 09:09:57,540,77.5
2024-05-27 09:10:57,540,75.6
2024-05-27 09:11:57,542,71.7
2024-05-27 09:12:56,557,69.8
2024-05-27 09:13:56,539,65.6
2024-05-27 09:14:57,535,67.6
2024-05-27 09:15:56,522,75.3
2024-05-27 09:16:56,513,71.3
2024-05-27 09:17:56,501,58.3
2024-05-27 09:18:56,529,83.5
2024-05-27 09:19:57,513,55.5
2024-05-27 09:20:56,533,65.2
2024-05-27 09:21:57,523,53.4
2024-05-27 09:22:56,514,57.4
2024-05-27 09:23:57,466,50.7
2024-05-27 09:24:57,439,36.1
2024-05-27 09:25:57,490,45.8
2024-05-27 09:26:57,498,54.2
2024-05-27 09:27:57,500,-0.7
2024-05-27 09:28:56,1024,9.4
2024-05-27 09:29:56,1060,3.1
2024-05-27 09:30:56,1061,5.2
2024-05-27 09:31:57,1055,7.2
2024-05-27 09:32:56,1061,8.8
2024-05-27 09:33:56,1064,7.2
2024-05-27 09:34:56,1066,9.6
2024-05-27 09:35:56,1073,13.4
2024-05-27 09:36:56,1058,5.3
2024-05-27 09:37:57,1057,3.1
2024-05-27 09:38:56,1055,5.0
2024-05-27 09:39:56,1059,10.6
2024-05-27 09:40:57,1047,11.9
2024-05-27 09:41:56,1052,2.9
2024-05-27 09:42:57,1040,11.1
2024-05-27 09:43:56,1034,9.2
2024-05-27 09:44:56,1035,10.8
2024-05-27 09:45:56,1024,11.3
2024-05-27 09:46:56,1015,11.0
2024-05-27 09:47:57,1043,21.3
2024-05-27 09:48:56,1034,29.2
2024-05-27 09:49:56,1038,23.0
2024-05-27 09:50:57,1048,5.3
2024-05-27 09:51:56,1056,13.2
2024-05-27 09:52:57,1029,9.1
2024-05-27 09:53:56,1042,3.3
2024-05-27 09:54:56,1053,7.2
2024-05-27 09:55:56,1052,5.2
2024-05-27 09:56:56,1060,9.2
2024-05-27 09:57:57,1050,5.0
2024-05-27 09:58:56,1050,7.2
2024-05-27 09:59:56,1031,17.2
2024-05-27 10:00:56,1032,17.2
2024-05-27 10:01:56,1035,17.2
2024-05-27 10:02:57,1049,45.2
2024-05-27 10:03:57,1055,49.2
2024-05-27 10:04:56,1059,52.3
2024-05-27 10:05:56,1045,27.0
2024-05-27 10:06:56,1052,1.1
2024-05-27 10:07:56,1051,7.2
2024-05-27 10:08:56,1051,4.0
2024-05-27 10:09:57,1053,1.3
2024-05-27 10:10:56,1067,1.3
2024-05-27 10:11:56,1042,25.5
2024-05-27 10:12:56,1046,23.2
2024-05-27 10:13:56,1047,21.8
2024-05-27 10:14:56,1038,26.3
2024-05-27 10:15:57,1040,23.0
2024-05-27 10:16:57,1040,21.4
2024-05-27 10:17:57,1044,21.6
2024-05-27 10:18:57,1043,23.5
2024-05-27 10:19:56,1051,19.8
2024-05-27 10:20:57,1046,23.2
2024-05-27 10:21:56,1054,5.3
2024-05-27 10:22:56,1049,5.3
2024-05-27 10:23:56,1048,9.0
2024-05-27 10:24:57,1059,5.3
2024-05-27 10:25:56,1053,11.0
2024-05-27 10:26:57,1023,11.1
2024-05-27 10:27:56,1026,11.1
2024-05-27 10:28:57,1027,17.5
2024-05-27 10:29:57,1030,10.9
2024-05-27 10:30:56,1043,31.5
2024-05-27 10:31:56,1050,32.6
2024-05-27 10:32:56,1042,28.9
2024-05-27 10:33:56,1048,37.3
2024-05-27 10:34:56,1051,5.3
2024-05-27 10:35:56,1051,13.4
2024-05-27 10:36:56,1043,13.4
2024-05-27 10:37:57,1043,11.3
2024-05-27 10:38:56,1051,7.2
2024-05-27 10:39:57,1048,5.3
2024-05-27 10:40:56,1039,9.1
2024-05-27 10:41:56,1037,8.5
2024-05-27 10:42:57,1034,13.4
2024-05-27 10:43:56,1039,13.3
2024-05-27 10:44:56,1038,11.1
2024-05-27 10:45:56,1051,9.1
2024-05-27 10:46:57,1020,21.4
2024-05-27 10:47:56,1030,21.4
2024-05-27 10:48:56,1032,23.2
2024-05-27 10:49:56,1025,19.3
2024-05-27 10:50:56,1026,21.3
2024-05-27 10:51:57,1030,19.3
2024-05-27 10:52:57,1027,15.2
2024-05-27 10:53:56,1038,20.3
2024-05-27 10:54:57,1032,22.6
2024-05-27 10:55:56,1032,19.1
2024-05-27 10:56:56,1032,23.1
2024-05-27 10:57:56,1022,21.2
2024-05-27 10:58:57,1021,20.5
2024-05-27 10:59:57,1036,20.5
2024-05-27 11:00:56,1026,21.4
2024-05-27 11:01:57,1029,25.0
2024-05-27 11:02:56,1037,23.2
2024-05-27 11:03:57,1033,23.2
2024-05-27 11:04:56,1025,22.6
2024-05-27 11:05:57,1016,19.4
2024-05-27 11:06:57,1039,4.8
2024-05-27 11:07:57,1034,7.3
2024-05-27 11:08:56,1046,9.1
2024-05-27 11:09:57,1045,3.0
2024-05-27 11:10:56,1046,1.3
2024-05-27 11:11:56,1046,-0.6
2024-05-27 11:12:56,1045,2.9
2024-05-27 11:13:56,1045,7.1
2024-05-27 11:14:57,1490,67.6
2024-05-27 11:15:56,1478,59.5
2024-05-27 11:16:57,1495,57.4
2024-05-27 11:17:56,1486,50.6
2024-05-27 11:18:57,1492,56.0
2024-05-27 11:19:56,1490,52.6
2024-05-27 11:20:56,1040,47.4
2024-05-27 11:21:56,1050,9.1
2024-05-27 11:22:57,1043,6.1
2024-05-27 11:23:56,1047,8.0
2024-05-27 11:24:56,1064,11.0
2024-05-27 11:25:56,1052,6.6
2024-05-27 11:26:56,1048,34.4
2024-05-27 11:27:56,1064,62.8
2024-05-27 11:28:56,1057,54.9
2024-05-27 11:29:56,1043,54.4
2024-05-27 11:30:56,1059,51.3
2024-05-27 11:31:57,1060,47.4
2024-05-27 11:32:56,1064,51.3
2024-05-27 11:33:56,1049,23.2
2024-05-27 11:34:57,1036,13.4
2024-05-27 11:35:56,1058,13.2
2024-05-27 11:36:57,1046,9.1
2024-05-27 11:37:57,1044,11.0
2024-05-27 11:38:57,1035,15.1
2024-05-27 11:39:57,1016,12.2
2024-05-27 11:40:56,1038,29.6
2024-05-27 11:41:56,1022,31.7
2024-05-27 11:42:56,1043,39.2
2024-05-27 11:43:57,1028,29.1
2024-05-27 11:44:57,1006,11.0
2024-05-27 11:45:56,1025,9.9
2024-05-27 11:46:57,1022,7.2
2024-05-27 11:47:57,1037,14.8
2024-05-27 11:48:56,1013,13.3
2024-05-27 11:49:57,1017,21.3
2024-05-27 11:50:57,1026,21.3
2024-05-27 11:51:56,1026,25.3
2024-05-27 11:52:57,1030,23.7
2024-05-27 11:53:57,1012,18.3
2024-05-27 11:54:56,1018,17.4
2024-05-27 11:55:57,1018,17.4
2024-05-27 11:56:57,1011,15.2
2024-05-27 11:57:56,1011,13.2
2024-05-27 11:58:56,1002,13.4
2024-05-27 11:59:56,1012,9.0
2024-05-27 12:00:56,1021,15.2
2024-05-27 12:01:56,1021,9.4
2024-05-27 12:02:56,1019,16.5
2024-05-27 12:03:56,1015,18.0
2024-05-27 12:04:56,1028,13.7
2024-05-27 12:05:56,1010,19.9
2024-05-27 12:06:56,1045,24.6
2024-05-27 12:07:56,1041,25.1
2024-05-27 12:08:57,1044,25.0
2024-05-27 12:09:57,1050,33.4
2024-05-27 12:10:57,1043,24.7
2024-05-27 12:11:56,1040,18.1
2024-05-27 12:12:57,1029,17.1
2024-05-27 12:13:56,1038,16.1
2024-05-27 12:14:57,1028,11.0
